Item type|ENTRYTYPE|ID|Author|Title|Journal|quartil|hindex|Publication year|Volume|Issue|Pages|Publisher|Address|Date published|ISBN|ISBN alt|ISSN|URLs|DOI|Abstract|Keywords|Notes|Affiliation|Language|Pages cited
Journal Article|article|94|Upadhyay A,Triana MD|Drivers of diversity on boards: The impact of the Sarbanes-Oxley act|Human Resource Management|Q1|108|2021|60|4|517-534|John Wiley and Sons Inc||2021|||0090-4848|http://dx.doi.org/10.1002/hrm.22035|10.1002/hrm.22035|This study investigates how firm structure, chief executive officer (CEO) power, and federal legislation influence hiring of corporate directors from a diverse background. Combining the value-in- diversity hypothesis and the similarity-attraction paradigm, we examine the impact of economically rational (i.e., business need) and social preference (i.e., similar-to-me bias) drivers of board diversity post-the Sarbanes-Oxley Act of 2002 (SOX). Using a sample of S&P 1500 firms from an eight-year period spanning SOX, we find that SOX is positively correlated with board diversity. Although SOX was not intended to increase board diversity, the changes it put in place have subsequently facilitated more board diversity. Results show that the economically rational predictor (firm operational complexity) had a positive and statistically significant effect on board diversity pre-SOX but that effect disappeared post-SOX. Meanwhile, CEO power, a social preference inhibitor of board diversity, had a negative and statistically significant relationship with board diversity pre- SOX which also disappeared post-SOX. It appears that SOX has mitigated both economically rational drivers to want more diversity as well as social preference drivers to want less diversity. Implications of these findings for research and practice are discussed. © 2020 Wiley Periodicals LLC.||cited By 0|Department of Finance, Florida International University, Miami, FL, United States; Owen Graduate School of Management, Vanderbilt University, Nashville, TN, United States|English|
Journal Article|article|114|Pavicevic S,Haleblian Jjohn,Keilc T|When Do Boards of Directors Contribute to Shareholder Value in Firms Targeted for Acquisition? A Group Information-Processing Perspective|ORGANIZATION SCIENCE|Q1|269|||||INFORMS|5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, MD 21228 USA||||1047-7039|http://dx.doi.org/10.1287/orsc.2022.1643|10.1287/orsc.2022.1643|We draw on group information-processing theory to investigate how target boards of directors may contribute to target value capture during the private negotiations phase in acquisitions. We view target boards as information-processing groups and private negotiations as information-processing tasks. We argue that target board meeting frequency is associated with increased processing-gathering, sharing, and analyzing-of acquisition related information, which improves target bargaining and, ultimately, target value capture. We further posit that this value-enhancing effect of target board meeting frequency is more pronounced when target board composition improves the ability of target boards to process acquisition-related information. Finally, we expect that meeting frequency is more consequential for target bargaining and value capture when acquisition complexity imposes high information-processing demands on the target boards during private negotiations. Empirical evidence from a sample of acquisitions of publicly listed firms in the United States offers support for our group information-processing perspective on board contribution to shareholder value in firms targeted for acquisition.|acquisitions; board of directors; board meetings; group information processing; negotiations; complexity||Pavicevic, S (Corresponding Author), Frankfurt Sch Finance & Management, Management Dept, D-60322 Frankfurt, Germany. Pavicevic, Stevo, Frankfurt Sch Finance & Management, Management Dept, D-60322 Frankfurt, Germany. Haleblian, Jerayr (John), Univ Calif Riverside, Sch Business, Riverside, CA 92521 USA. Keilc, Thomas, Univ Zurich, Dept Business Adm, CH-8032 Zurich, Switzerland.|English|
Journal Article|article|115|Wu J,Triana MC,Richard OC,Yu L|Gender Faultline Strength on Boards of Directors and Strategic Change: The Role of Environmental Conditions|GROUP & ORGANIZATION MANAGEMENT|Q1|97|2021|46|3|564-601|SAGE PUBLICATIONS INC|2455 TELLER RD, THOUSAND OAKS, CA 91320 USA|2021-06|||1059-6011|http://dx.doi.org/10.1177/1059601121992889|10.1177/1059601121992889|Drawing on the notion of ``fault lines'' and the upper echelons perspective, we argue that the gender fault line strength of a board of directors is negatively related to strategic change. More interestingly, while gender fault line strength negatively relates to strategic change under low levels of environmental complexity, environmental dynamism, and environmental munificence, it is positively related to strategic change when environmental complexity, environmental dynamism, and environmental munificence are at high levels. The analyses of panel data of 5781 firm-year observations of 1171 Chinese firms provide support for the hypotheses.|board of directors; demographic fault lines; gender fault line strength; strategic change; upper echelons||Wu, J (Corresponding Author), Univ Aberdeen, Business Sch, Kings Coll, King St, Aberdeen AB24 5UA, Scotland. Wu, Jie, Univ Aberdeen, Business Sch, Kings Coll, King St, Aberdeen AB24 5UA, Scotland. Triana, Maria del Carmen, Vanderbilt Univ, 221 Kirkland Hall, Nashville, TN 37235 USA. Richard, Orlando C., Univ Massachusetts Amherst, Amherst, MA USA. Yu, Luman, Univ Macau, Taipa, Macau, Peoples R China.|English|
Journal Article|article|116|Garcia-Ramos R,Diaz BD|Board of directors structure and firm financial performance: A qualitative comparative analysis|LONG RANGE PLANNING|Q1|118|2021|54|6||ELSEVIER SCI LTD|THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND|2021-12|||0024-6301|http://dx.doi.org/10.1016/j.lrp.2020.102017|10.1016/j.lrp.2020.102017|Previous research about the effects of board structure and process on the firm financial performance is based on conflicting theoretical perspectives, and empirical results, mostly based on regression analysis, are inconclusive. Building from Complexity Theory and configurational analysis, this study offers clarity to inconclusive previous empirical results about the link among several board features and firm financial performance. From a sample of 295 non-financial firms from Southern Europe for the period 2001-2010, and by using fuzzy set qualitative comparative analysis, findings of this study show that firm financial performance depends on a complex configuration of several board features (board size, board independence, leadership structure and board activity) and several corporate characteristics (firm size, firm leverage and firm age). This paper has implications for academics. Despite different theoretical arguments and inconclusive results of the wide empirical literature addressing the effect of board characteristics on the firm performance, building from Complexity Theory this paper adds to our knowledge because it empirically explores under which circumstances different board features should contribute positively or negatively to firm performance. The results of this study have also implications for policy makers and practitioners by providing some useful hints to the controversial relationship between corporate governance and financial performance. In this sense, general corporate governance recommendations must be rethought.|Corporate governance; Board of directors; Financial performance; Qualitative comparative analysis; Complexity theory||Garcia-Ramos, R (Corresponding Author), Univ Cantabria, Dept Business Adm, Santander, Spain. Garcia-Ramos, Rebeca; Diaz, Belen Diaz, Univ Cantabria, Dept Business Adm, Santander, Spain.|English|
Journal Article|article|117|Luciano MM,Nahrgang JD,Shropshire C|STRATEGIC LEADERSHIP SYSTEMS: VIEWING TOP MANAGEMENT TEAMS AND BOARDS OF DIRECTORS FROM A MULTITEAM SYSTEMS PERSPECTIVE|ACADEMY OF MANAGEMENT REVIEW|Q1|293|2020|45|3|675-701|ACAD MANAGEMENT|PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020 USA|2020-07|||0363-7425|http://dx.doi.org/10.5465/amr.2017.0485|10.5465/amr.2017.0485|Top management teams (TMTs) and boards of directors (boards) face increasingly turbulent environments as they strategically lead firms toward superior firm performance. The dominant theoretical lens about these two groups is agency theory, which focuses on the need for independence. We suggest that the environment in which the TMT and board govern is broader than conceptualized by agency theory, and thus theories regarding strategic leadership also require expansion. Drawing from the multiteam systems literature and broader systems theory, we offer a new consideration of the TMT and board as part of a strategic-oriented multiteam system, which we refer to as a strategic leadership system. The core premise of our theorizing is that TMTs and boards that strongly emphasize attention to both working independently and interdependently enhance their group and shared task performance, and in turn, firm performance. We further nuance this theorizing by describing how external environmental characteristics (i.e., munificence, complexity, dynamism) strengthen or weaken the influence of attention to working independently or interdependently, thereby shifting the zones of system effectiveness. Based on this theorizing, we offer a 2 x 2 framework combined with practical recommendations for strategic leaders. Additional implications, limitations, and directions for future research are discussed.|||Luciano, MM (Corresponding Author), Arizona State Univ, Management & Entrepreneurship, WP Carey Sch Business, Tempe, AZ 85287 USA. Luciano, Margaret M.; Nahrgang, Jennifer D.; Shropshire, Christine, Arizona State Univ, Management & Entrepreneurship, WP Carey Sch Business, Tempe, AZ 85287 USA.|English|
Journal Article|article|118|Atinc G,Ocal Y|The Moderating Effect of Organizational Environment on Post-IPO Corporate Governance Changes and Firm Performance Relationship|JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES|Q1|54|2014|21|3, SI|286-298|SAGE PUBLICATIONS INC|2455 TELLER RD, THOUSAND OAKS, CA 91320 USA|2014-08|||1548-0518|http://dx.doi.org/10.1177/1548051814529824|10.1177/1548051814529824|In this study, we investigated the possible moderating effects of environmental dynamism, environmental complexity, and environmental munificence on the relationships between changes in top management teams and board of directors and firm performance in the case of young entrepreneurial firms. The results showed that the three dimensions of environment do not moderate the relationship between the rate of change in top management teams and firm performance. On the other hand, the negative relationship between the rate of change in board of directors and firm performance is exacerbated by environmental complexity and munificence. The implications of these findings are discussed in the article.|corporate governance; business strategy; top management teams; board of directors; organizational environment||Atinc, G (Corresponding Author), Texas A&M Commerce, Coll Business & Entreprenurship, POB 3011, Commerce, TX 75429 USA. Atinc, Guclu; Ocal, Yasemin, Texas A&M Commerce, Coll Business & Entreprenurship, Commerce, TX 75429 USA.|English|
Journal Article|article|119|Chychyla R,Leone AJ,Minutti- Meza M|Complexity of financial reporting standards and accounting expertise|JOURNAL OF ACCOUNTING & ECONOMICS|Q1|174|2019|67|1|226-253|ELSEVIER SCIENCE BV|PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS|2019-02|||0165-4101|http://dx.doi.org/10.1016/j.jacceco.2018.09.005|10.1016/j.jacceco.2018.09.005|This study tests whether firms seek to mitigate the adverse effects of Financial Reporting Complexity (FRC) by investing in accounting expertise. We develop a measure of FRC based on the complexity of accounting standards that govern annual disclosures. We find that FRC is positively related to the accounting expertise on a firm's board of directors and audit committee. We also find that accounting expertise mitigates the relation between FRC and negative reporting outcomes. Collectively, this study increases our understanding of the actions firms take to mitigate the negative consequences of FRC, and the role of accounting expertise in this setting.|Financial reporting complexity; Accounting expertise; Financial reporting quality; Textual analysis; XBRL||Leone, AJ (Corresponding Author), Kellogg Sch Management, Dept Accounting & Informat Management, Evanston, IL 60208 USA. Chychyla, Roman; Minutti- Meza, Miguel, Univ Miami, Miami Business Sch, Coral Gables, FL 33146 USA. Leone, Andrew J., Northwestern Univ, Kellogg Sch Management, Evanston, IL USA.|English|
Journal Article|article|122|Ndofor HA,Wesley C,Priem RL|Providing CEOs With Opportunities to Cheat: The Effects of Complexity-Based Information Asymmetries on Financial Reporting Fraud|JOURNAL OF MANAGEMENT|Q1|261|2015|41|6|1774-1797|SAGE PUBLICATIONS INC|2455 TELLER RD, THOUSAND OAKS, CA 91320 USA|2015-09|||0149-2063|http://dx.doi.org/10.1177/0149206312471395|10.1177/0149206312471395|Opportunities for financial reporting fraud arise because of information asymmetriesoften labeled lack of transparencybetween top managers and their diverse shareholders. We evaluate the relative contributions of information asymmetries arising from industry-level and firm-level complexities to the likelihood of top managers committing financial reporting fraud. Using a sample of 453 matched pairs of firms that have and have not been identified as having committed financial reporting fraud, we found that information asymmetries arising from industry- and firm-level complexities increase the likelihood of financial fraud. Moreover, more CEO stock options increase the likelihood of fraud when industry complexity is high, while aggressive monitoring by the audit committee reduces the likelihood of reporting fraud when firm-level complexity is high.|agency theory; compensation; bonuses and benefits; boards of directors||Ndofor, HA (Corresponding Author), Texas A&M Univ, Dept Management, Mays Business Sch, College Stn, TX 77843 USA. Ndofor, Hermann Achidi, Texas A&M Univ, College Stn, TX 77843 USA. Wesley, Curtis, Indiana Univ, Bloomington, IN 47405 USA. Priem, Richard L., Texas Christian Univ, Ft Worth, TX 76129 USA. Priem, Richard L., LUISS Guido Carli Univ, Rome, Italy.|English|
Journal Article|article|123|Amran A,Lee SP,Devi SS|The Influence of Governance Structure and Strategic Corporate Social Responsibility Toward Sustainability Reporting Quality|BUSINESS STRATEGY AND THE ENVIRONMENT|Q1|131|2014|23|4|217-235|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2014-05|||0964-4733|http://dx.doi.org/10.1002/bse.1767|10.1002/bse.1767|Increased business complexities coupled with enhanced global transformation have propelled corporations to behave as responsible citizens to drive the sustainability agenda. Many corporations incorporate their affirmative commitment to sustainable business practices into their corporate identities and give evidence for this in their sustainability reports. This paper examines the role of the board of directors in sustainability reporting quality (SRQ) in the Asia-Pacific region. Based on a cross-sectional study of 113 companies from 12 countries in the region, we find that the SRQ in the region leaves much room for improvement. However, we find that the institutionalization of the concept of corporate social responsibility (CSR) in an organization provides a sound foundation for enhancing SRQ. We find that the value of CSR anchored in the vision and/or mission statement and strategic alliances fostered with non-governmental organizations are positively associated with SRQ. This study contributes to strengthening the understanding, promoting discussion on the state of sustainability reporting in the Asia-Pacific context and laying a solid foundation for more aggressive efforts to enhance SRQ. The study identifies the significant drivers currently associated with SRQ. The weak role of the board of directors in upholding the sustainable development agenda through the reporting process is highlighted. Copyright (C) 2013 John Wiley & Sons, Ltd and ERP Environment.|sustainability reporting; board of directors; strategic CSR; Asia Pacific||Amran, A (Corresponding Author), Univ Sains Malaysia, Sch Management, Minden Penang 11800, Minden, Malaysia. Amran, Azlan; Lee, Shiau Ping, Univ Sains Malaysia, Sch Management, Minden Penang 11800, Minden, Malaysia. Devi, S. Susela, Univ Malaya, Fac Business & Accountancy, Kuala Lumpur, Malaysia.|English|
Journal Article|article|124|Klijn E,Reuer JJ,Volberda HW,van den Bosch FA|Ex-post governance in joint ventures: Determinants of monitoring by JV boards of directors|LONG RANGE PLANNING|Q1|118|2019|52|1|72-85|ELSEVIER SCI LTD|THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND|2019-02|||0024-6301|http://dx.doi.org/10.1016/j.lrp.2017.10.006|10.1016/j.lrp.2017.10.006|Considerable advances have been made in corporate governance research in recent years and opportunities exist to consider these developments within alliances. We extend the ``scope of operations'' hypothesis to the domain of joint ventures. This proposition suggests that the monitoring carried out by boards increases when organizations become more complex. The inherent characteristics of JVs generate unique sources of complexity that are currently unexplored in the corporate governance literature. First, we seek to determine their influence on monitoring by using primary data on JV board monitoring. Second, we adopt the size of JV boards as a proxy for monitoring in order to examine whether the determinants of board size and monitoring in fact coincide and to reveal if certain effects are masked by using board size as a simple proxy for monitoring. Doing so enables us to investigate the black-box of what boards actually do as well as extend governance research to other organizational forms. Our findings confirm that the unique characteristics of JVs influence the information needs by the boards resulting in more monitoring by JV directors. Our findings show there is value in bridging alliance theory and the literature on corporate governance research. We also advance practitioner's understanding by providing suggestions on how to structure JV boards in relation to their complexity. (C) 2017 Elsevier Ltd. All rights reserved.|||Klijn, E (Corresponding Author), Old Dominion Univ, Strome Coll Business, 2004 Constant Hall, Norolk, VA 23529 USA. Klijn, Elko, Old Dominion Univ, Strome Coll Business, 2004 Constant Hall, Norolk, VA 23529 USA. Reuer, Jeffrey J., Univ Colorado, Leeds Sch Business, Boulder, CO 80309 USA. Volberda, Henk W.; van den Bosch, Frans A. J., Erasmus Univ, Rotterdam Sch Management, NL-3062 PA Rotterdam, Netherlands.|English|
Journal Article|article|126|Debellis F,De Massis A,Petruzzelli AM,Frattini F,Del Giudice M|Strategic agility and international joint ventures: The willingness-ability paradox of family firms|JOURNAL OF INTERNATIONAL MANAGEMENT|Q1|80|2021|27|1||ELSEVIER|RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS|2021-03|||1075-4253|http://dx.doi.org/10.1016/j.intman.2020.100739|10.1016/j.intman.2020.100739|Despite the considerable increase in studies on international joint ventures (IJVs) and family business, the two research streams have yet to be systemically integrated. Family firms have unique characteristics that affect their involvement in IJVs differently from their non-family counterparts. Indeed, family firms face a paradox entailing a lower willingness to form IJVs, but a higher ability to govern them. Drawing on three distinct components of strategic agility (i.e., strategic sensitivity, leadership unity, and resource fluidity), we develop a theoretical framework that unravels this paradox. Specifically, we argue that strong emotional attachment reduces family firms? strategic sensitivity, creating a motivational gap with respect to forming IJVs. On the other hand, when family firms overcome this gap by making full use of their board of directors, they have higher levels of leadership unity and resource fluidity. These dimensions lead to a greater ability to govern the complexities of the relationship, hence reducing opportunistic hazards, and significantly increasing the odds of the long-term success of IJVs. We develop propositions for empirical studies, and offer implications and directions for future research.|International joint ventures; Strategic agility; Family firms; Board of directors; Socioemotional wealth||Debellis, F (Corresponding Author), Free Univ Bozen Bolzano, Fac Econ & Management, Ctr Family Business Management, Piazza Univ 1, I-39100 Bozen Bolzano, Italy. Debellis, Francesco; De Massis, Alfredo, Free Univ Bozen Bolzano, Fac Econ & Management, Ctr Family Business Management, Piazza Univ 1, I-39100 Bozen Bolzano, Italy. De Massis, Alfredo, Univ Lancaster, Lancaster, England. Petruzzelli, Antonio Messeni, Politecn Bari, Via Orabona 4, I-70126 Bari, Italy. Frattini, Federico, Politecn Milan, Sch Management, Via Lambruschini 4-B, I-20156 Milan, Italy. Del Giudice, Manlio, Univ Rome, Link Campus Univ, Via Casale S Pio V 44, I-00165 Rome, Italy. Del Giudice, Manlio, Paris Sch Business, Rue Natl, Paris, France. Del Giudice, Manlio, Natl Res Univ Higher Sch Econ, Moscow, Russia.|English|
Journal Article|article|127|Trinh VQ,Aljughaiman AA,Cao ND|Fetching better deals from creditors: Board busyness, agency relationships and the bank cost of debt|INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS|Q1|79|2020|69|||ELSEVIER SCIENCE INC|STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA|2020-05|||1057-5219|http://dx.doi.org/10.1016/j.irfa.2020.101472|10.1016/j.irfa.2020.101472|In a cross-country setting, we document that busy boards of directors (i.e., outside directors with multiple directorships) enhance a bank's financing capacity by lowering its cost of debt, which is consistent with the signalling quality hypothesis. Our analysis further reveals that this negative association is more pronounced in conventional banks than their Islamic counterparts. Possibly owning to the distinctive governance structure and the complexity of the Islamic business model, which requires closer monitoring, Muslim debtholders might depreciate a busy board of directors as it is likely to associate with lower scrutinising effectiveness. Our results provide a positive counterpoint to the negative relationship that exists between busy directors and firm performance, and contributes to understanding the indispensable role busy boards play in debt financing.|Board busyness; Islamic banks; Conventional banks; Cost of debt||Trinh, VQ (Corresponding Author), Univ Huddersfield, Huddersfield Business Sch, Huddersfield HD1 3DH, W Yorkshire, England. Trinh, Vu Quang, Univ Huddersfield, Huddersfield Business Sch, Huddersfield HD1 3DH, W Yorkshire, England. Aljughaiman, Abdullah A., King Faisal Univ, Sch Business, Al Hasa, Saudi Arabia. Cao, Ngan Duong, Univ Bath, Sch Management, Bath, Avon, England. Cao, Ngan Duong, Claverton Rd, Bath BA2 7AY, Avon, England.|English|
Journal Article|article|128|Cuadrado-Ballesteros B,Martinez-Ferrero J,Garcia-Sanchez IM|Board Structure to Enhance Social Responsibility Development: A Qualitative Comparative Analysis of US Companies|CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT|Q1|96|2017|24|6|524-542|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|NOV-DEC 2017|||1535-3958|http://dx.doi.org/10.1002/csr.1425|10.1002/csr.1425|This study adds clarity to inconclusive results in previous literature about the link between board characteristics and the level of social responsibility performance by using fuzzy set qualitative comparative analysis. Specifically, we propose a new holistic framework based on the complexity theory. From a sample of 471 non- financial companies from the USA for the period 2008-2010, our findings support the four tenets of complexity theory: equifinality, complexity, asymmetry, and causal asymmetry. More concretely, they suggest that CSR performance depends on a complex configuration of some board characteristics, such as size, independency, diversity and activity, and other corporate attributes (i.e., company size, leverage, and growth opportunities). These factors play a key role as the ingredients of the recipe and, in a proper combination, contribute to obtaining high levels of social responsibility performance. Copyright (c) 2017 John Wiley & Sons, Ltd and ERP Environment|corporate social responsibility; stakeholder engagement; qualitative comparative analysis; complexity theory; board of directors; sustainability development; social responsibility||Cuadrado-Ballesteros, B (Corresponding Author), Univ Salamanca, Adm & Business Econ, Multidisciplinary Inst Enterprise IME, FES, Campus Unamuno, Salamanca 37007, Spain. Cuadrado-Ballesteros, Beatriz; Martinez-Ferrero, Jennifer; Garcia-Sanchez, Isabel M., Univ Salamanca, Adm & Business Econ, Multidisciplinary Inst Enterprise IME, FES, Campus Unamuno, Salamanca 37007, Spain.|English|
Journal Article|article|129|Chen LY,Lai JH|The effect of board human capital on the performance of technical alliance investments|R & D MANAGEMENT|Q1|112|2017|47|2|265-276|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2017-03|||0033-6807|||Despite boards of directors' prominent involvement in strategic alliance ( SA) decisions in practice and reports from news media, there is relatively little academic research exploring the board's value for a firm's technical SA investments involving a technical transfer or R & D, which are characterized by a high level of uncertainty, information asymmetry, and extreme complexity. Anchored in the resource dependence theory, this study aims to address this important issue by examining how board of directors contribute their human capital, in the form of relevant strategic experience, may mitigate the core challenges managers face when pursuing technical SAs and thereby influencing their outcomes. Our empirical results show that when outside directors hold more extensive alliance experience, they can better execute their consulting function and improve the firm's technical alliance performance. In addition, directors with experience specifically related to technical alliances also have a positive effect on performance. Last, we find that the impact of alliance experience on technical alliance performance is positively moderated by the size of directors' prior affiliated companies and their share ownership in the focal firm.|||Chen, LY (Corresponding Author), Soochow Univ, Dept Business Adm, 56,Kueiyang St,Sect 1, Taipei 100, Taiwan. Chen, Li-Yu, Soochow Univ, Dept Business Adm, 56,Kueiyang St,Sect 1, Taipei 100, Taiwan. Lai, Jung-Ho, Natl Taipei Univ Business, Dept Finance, 321,Sec 1,Jinan Rd, Taipei 10051, Taiwan.|English|
Journal Article|article|133|Diaz DA,Rees CJ|Checks and balances? Leadership configurations and governance practices of NGOs in Chile|EMPLOYEE RELATIONS|Q1|62|2020|42|5, SI|1159-1177|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2020-08-03|||0142-5455|http://dx.doi.org/10.1108/ER-08-2019-0327|10.1108/ER-08-2019-0327|Purpose The emergence of Governance practices in the non-governmental organisation (NGO) sector has become associated with increasingly high levels of organisational complexity. In the light of an expanding civil society sector in Chile and the emergence of formalised governance practices, this paper explores the construction of the Executive Director role in Chilean NGOs with reference to organisational functions, organisational dynamics, and external influences. Design/methodology/approach Grounded theory is used to explore qualitative data derived from a set of N = 39 interviews conducted in Chile These interviews involve NGO founders, funders, Executive Directors, scholars, consultants, and team members. Findings The findings reveal the pivotal role played by Executive Directors in conducting organisational activities which, in other types of organisations, are often distributed across various organisational functions. The data also highlight complex dynamics involving overt compliance with external regulatory requirements, uncertainties about financial sustainability, the recruitment of Executive Board members, the exercise of power by Executive Directors, and the influence of founders in leadership configurations. Research limitations/implications - The implications of the study are discussed in relation to the governance and accountability of NGOs, the nature of the Executive Director role, the purpose of Executive Boards in the NGO sector, and the recruitment and training of Board members. It is noted that the study was conducted in the NGO sector in Chile; further research is necessary to establish the generalisability of the findings to other contexts. Originality/value This paper addresses the shortage of organisational research on NGOs. It contributes by offering analytical perspectives on organisational processes of Leadership and Governance. This paper highlights the relationship between, and interdependency of, those processes.|Executive director; NGO; Chile; Governance; Boards of directors||Diaz, DA (Corresponding Author), Univ Manchester, Global Dev Inst, Manchester, Lancs, England. Diaz, Daniel A.; Rees, Christopher J., Univ Manchester, Global Dev Inst, Manchester, Lancs, England.|English|
Journal Article|article|134|Upadhyay A,Triana MC|Drivers of diversity on boards: The impact of theSarbanes-Oxleyact|HUMAN RESOURCE MANAGEMENT|Q1|108|2021|60|4|517-534|WILEY PERIODICALS, INC|ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, CA 94104 USA|2021-07|||0090-4848|http://dx.doi.org/10.1002/hrm.22035|10.1002/hrm.22035|This study investigates how firm structure, chief executive officer (CEO) power, and federal legislation influence hiring of corporate directors from a diverse background. Combining the value-in- diversity hypothesis and the similarity-attraction paradigm, we examine the impact of economically rational (i.e., business need) and social preference (i.e., similar-to-me bias) drivers of board diversity post-the Sarbanes-Oxley Act of 2002 (SOX). Using a sample of S&P 1500 firms from an eight-year period spanning SOX, we find that SOX is positively correlated with board diversity. Although SOX was not intended to increase board diversity, the changes it put in place have subsequently facilitated more board diversity. Results show that the economically rational predictor (firm operational complexity) had a positive and statistically significant effect on board diversity pre-SOX but that effect disappeared post-SOX. Meanwhile, CEO power, a social preference inhibitor of board diversity, had a negative and statistically significant relationship with board diversity pre- SOX which also disappeared post-SOX. It appears that SOX has mitigated both economically rational drivers to want more diversity as well as social preference drivers to want less diversity. Implications of these findings for research and practice are discussed.|board of directors; CEO power; ethnic diversity; gender diversity; operational complexity; Sarbanes- Oxley act||Triana, MD (Corresponding Author), Vanderbilt Univ, Owen Grad Sch Management, Nashville, TN 37203 USA. Upadhyay, Arun, Florida Int Univ, Dept Finance, Miami, FL 33199 USA. Triana, Maria del Carmen, Vanderbilt Univ, Owen Grad Sch Management, Nashville, TN 37203 USA.|English|
Journal Article|article|136|Dwekat A,Segui-Mas E,Tormo- Carbo G,Carmona P|Corporate Governance Configurations and Corporate Social Responsibility Disclosure: Qualitative Comparative Analysis of Audit Committee and Board characteristics|CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT|Q1|96|2020|27|6|2879-2892|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2020-11|||1535-3958|http://dx.doi.org/10.1002/csr.2009|10.1002/csr.2009|Drawing on the complexity theory and responding to the recent calls to use such creative methods that mix between a quantitative and qualitative approach. Therefore, this study fills the literature gap, adding novelties, showing evidence from the unexplored (or underexplored) European context and, consequently, shedding light to inconclusive results in previous research concerning the effect of audit committee (AC) and board characteristics on corporate social responsibility (CSR) disclosure by applying a novel research methodology: the fuzzy set qualitative comparative analysis. The data were collected from Eikon database for a sample of the top 69 non-financial European companies (based on market capitalisation) for the period 2016-2018. The study results support the equifinality and complexity tenets of complexity theory. It also suggests that CSR disclosure relies on a complex configuration of some AC attributes, for example, independence, financial expert member, chair independence, size and activity, and other board characteristics (independence, gender, size, activity, and Chief Executive Officer (CEO) duality). These characteristics play a leading part as a recipe ingredient and, in an appropriate combination, promote achieving high CSR disclosure levels. Our empirical results offer multidimensional and valuable insights for professionals, regulators, and policymakers in establishing and revising the guidelines regarding the AC and board of directors' composition.|audit committee; board characteristics; complexity theory; corporate governance; corporate social responsibility; qualitative comparative analysis||Dwekat, A (Corresponding Author), Univ Politecn Valencia, Cami Vera S-N, Valencia 46022, Spain. Dwekat, Aladdin, Univ Politecn Valencia, Cami Vera S-N, Valencia 46022, Spain. Dwekat, Aladdin, An Najah Natl Univ, Dept Accounting, Nablus, Palestine. Segui-Mas, Elies; Tormo-Carbo, Guillermina, Univ Politecn Valencia, Business Management Res Ctr, CEGEA, Valencia, Spain. Carmona, Pedro, Univ Valencia, Accounting Dept, Valencia, Spain.|English|
Journal Article|article|137|Rebeiz KS|Relationship between boardroom independence and corporate performance: Reflections and perspectives|EUROPEAN MANAGEMENT JOURNAL|Q1|117|2018|36|1|83-90|ELSEVIER SCI LTD|THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND|2018-02|||0263-2373|http://dx.doi.org/10.1016/j.emj.2017.01.008|10.1016/j.emj.2017.01.008|The perceived economic value of an independent boardroom configuration has progressively emerged as a matter of considerable importance in the academic and popular literature. The normative research paradigm has fundamentally been dominated by positivists who formulate inferential models populated by large sets of archival data. Regrettably, however, several decades of intense inquiries and passionate debates have invariably failed to ascertain (or dispel) the economic value of an independent boardroom configuration. The lingering boardroom independence corporate performance saga has reached an impasse with no clear resolution in the foreseeable future. In this study, I provide a diagnosis (through the thematic analysis of semi-structured interviews) of why the economic viability of an independent boardroom remains an elusive phenomenon for positivist researchers. A central reason for the research impasse is attributed to ontological complexities intrinsic to the very nature of the corporation, compounded by multiple layers of methodological complexities. Ultimately, the disentanglement of this enigma would require a pivotal reconceptualization of the corporate governance research agenda. (C) 2017 Elsevier Ltd. All rights reserved.|Board of directors; Corporate governance; Independence; Corporate performance; Methodology; Agency cost; Diffuse shareholders||Rebeiz, KS (Corresponding Author), Phoenicia Univ, Daoudiye, Lebanon. Rebeiz, Karim S., Phoenicia Univ, Daoudiye, Lebanon.|English|
