keywords;count;
PROGRESSIVE HEDGING;1;
SCENARIOCLUSTERING;1;
ENTRUSTABLE PROFESSIONAL ACTIVITIES;3;
WORK-BASED ASSESSMENT;1;
DIETETIC EDUCATION;1;
OCCUPATIONAL SOCIALIZATION THEORY;1;
PHYSICAL EDUCATION TEACHER EDUCATIONSTUDENTS;1;
PROGRAM VIABILITY;1;
NURSE ACADEMICS;1;
ENGAGING;1;
VALUING;1;
GROUNDEDTHEORY;1;
EBP IN NURSING EDUCATION;1;
BEHAVIOR;3;
PANDEMIC;2;
PUBLICHEALTH;1;
TEACHING IN MEDICAL SCHOOLS;1;
CIVIL ENGINEERING;1;
GRADUATES;2;
EMPLOYABILITY;1;
INFLUENCING FACTORS;1;
PROBLEM-SOLVING;9;
MATHEMATICS;3;
LICENSES;12;
ALGORITHM-DRIVEN SPREADSHEETING;1;
LONG LASTING KNOWLEDGE;1;
SCHEMA CONSTRUCTION;1;
COGNITIVE LOAD;2;
END-USERCOMPUTING;1;
ANATOMY AND MEDICAL EDUCATION;1;
DISSECTION;3;
GLOBAL;1;
PEER LEARNING;3;
REFLECTION ON DEATH;1;
TEACHING OF ANATOMY;2;
ACHIEVEMENT;3;
COMPUTATIONAL CREATIVITY;1;
COMPUTERSCIENCE EDUCATION;2;
CREATIVITY;1;
TRAJECTORY;3;
LINEARPROGRAMMING;4;
GRADIENT METHODS;1;
POLICYGRADIENT;1;
REPLAY BUFFER;1;
DISTRIBUTED RL;1;
PARADOXICAL SIMULATIONS;1;
SMART CLASSROOM;1;
PARRONDO'S PARADOX;1;
PELVIC EXAMINATION;1;
BREAST EXAMINATION;1;
OBSTETRICS AND GYNECOLOGYCLERKSHIP;1;
PHYSICIAN ASSISTANTEDUCATION;1;
IPE;1;
STUDENT PERCEPTION OF IPE;1;
LARGE-SCALE IMAGE CLASSIFICATION;1;
EVOLUTIONARYCOMPACT EMBEDDING;1;
ADABOOST;1;
GPU PROGRAMMING;1;
GRAPH PROCESSING;1;
PARELLEL COMPUTING;1;
GPGPU;1;
STUDENT MISTREATMENT;2;
LEARNING ENVIRONMENT;5;
PROCESS IMPROVEMENT;1;
LOAD BALANCING;2;
HIGH LEVEL ARCHITECTURE;1;
NON-DOMINATED SORTING GENETIC ALGORITHM WITH ELITIST STRATEGY;1;
MULTI-OBJECTIVE PARTICLE SWARM OPTIMIZATION;1;
MO THEORY;1;
QUANTUM CHEMISTRY;1;
THEORETICAL CHEMISTRY;1;
SMART HOMES;4;
INTEGER LINEARPROGRAMMING;1;
TASK OFFLOADING;1;
INTER-PROFESSIONAL COLLABORATION;1;
TRUKU ABORIGINAL;1;
INTEGRATIVE SITUATIONAL CASES;1;
TABLET PC;1;
INTERACTION;2;
DIGITAL DISTRACTION;1;
VETERINARYMEDICAL EDUCATION;1;
EMOTIONAL INTELLIGENCE;2;
BACCALAUREATE NURSING EDUCATION;1;
EDUCATIONALNURSING RESEARCH;1;
CANCER;2;
PREVENTION;4;
CONTROL;1;
WORKSHOPS;1;
BASIC SCIENCE;1;
PRACTICALEXAMS;1;
INVERSE OPTIMIZATION;1;
ADAPTIVE SAMPLING;1;
SCIENCE;1;
DRAMA;1;
PEDAGOGICAL CONTENT KNOWLEDGE;2;
CONTENT KNOWLEDGE;2;
ORAL HEALTH;1;
DENTISTRY;1;
COMMUNITY-ACADEMICPARTNERSHIPS;1;
SCHOOLCHILDREN;1;
PROBLEM SOLVING/DECISION MAKING;4;
MINORITIES INCHEMISTRY;1;
CHEMOINFORMATICS;2;
SAFETY/HAZARDS;2;
ANALOGIES/TRANSFER;2;
INQUIRY-BASED/DISCOVERYLEARNING;1;
LABORATORY MANAGEMENT;1;
NOMENCLATURE/UNITS/SYMBOLS;1;
PEER-MENTORING;1;
DISSECTION VIDEOS;1;
UNDERREPRESENTED MINORITY STUDENTS;2;
MEMBERSHIP INFERENCE;1;
SYNTHETIC DATA;1;
ELECTRONIC HEALTH RECORD;1;
CONTRASTIVE REPRESENTATION LEARNING;1;
GROUNDED THEORY;3;
CODE READABILITY;1;
CONVOLUTIONAL NEURAL NETWORK;2;
PROGRAMCOMPREHENSION;1;
EMPIRICAL SOFTWARE ENGINEERING;1;
OPEN SOURCE SOFTWARE;3;
FORMATIVEASSESSMENT;1;
G-STUDY;1;
TUTORIAL-BASED ASSESSMENT;1;
PROGRAMS OF ASSESSMENT;1;
EMPATHY TRAINING;2;
EMPATHY SKILLS;1;
STAFF CULTURE;1;
MATERIALS SCIENCE;1;
NANOTECHNOLOGY;3;
RESIDENT HANDOFFS;1;
RESIDENTTRAINING;1;
QUALITY OF CARE;1;
TRANSFER;1;
COMPREHENSIVE SCHOOL PHYSICAL ACTIVITYPROGRAM (CSPAP);1;
ELEMENTARY SCHOOL;2;
HYBRID ALGORITHM;1;
COMBINATORIAL APPROACH;1;
STOCHASTIC PROGRAMMING;2;
POPULATION-BASED INCREMENTAL LEARNING;1;
LOCAL SEARCH;1;
LEARNINGINHERITANCE;1;
PORTFOLIO OPTIMIZATION PROBLEM;1;
BIG DATA;6;
OPEN SOURCE R;1;
RUBRIC;2;
STUDENT PEER REVIEW;1;
COGNITIVE RADIO NETWORKS;1;
OUTAGEPROBABILITY;1;
INTERFERENCE TEMPERATURE;1;
GEOMETRIC PROGRAMMING (GP);1;
JOINTOPTIMIZATION;1;
PEDIATRIC OPHTHALMOLOGY FELLOWSHIP;1;
ACADEMIC PARTNERSHIP;1;
ETHIOPIA;1;
TORONTO ADDIS ABABA ACADEMIC COLLABORATION;1;
SITUATIONAL ANALYSIS;1;
NEEDSASSESSMENT;1;
BIOMEDICAL ENGINEERING;1;
COGNITIVE APPRENTICESHIP;1;
OPEN-ENDEDPROBLEM SOLVING;1;
PROGRESS REPORTS;1;
SCAFFOLDING;1;
MEDICAL DIAGNOSIS;1;
KNOWLEDGE REPRESENTATION ANDREASONING;1;
UNSUPERVISED MANIFOLD ALIGNMENT;1;
RELAXED INTEGER PROGRAMMING;1;
FRANKWOLFE ALGORITHM;1;
IMPROVED DIFFERENTIAL EVOLUTION;1;
ECONOMIC LOAD DISPATCH;1;
VALVE-POINTEFFECTS;1;
PROHIBITED OPERATING ZONES;1;
RAMP RATE LIMITS;1;
TRANSMISSION LINELOSE;1;
MULTIPLE FUEL OPTIONS;1;
EQUALITY CONSTRAINT;1;
MATHEMATICAL MODELLING;1;
EPIDEMIOLOGY;2;
ZOMBIES;1;
MATRIX DECOMPOSITION;2;
MANIFOLDS;1;
ADVERSARIAL MACHINELEARNING;1;
UNSUPERVISED LEARNING;4;
DATA REPRESENTATION;2;
DEEP NONNEGATIVE MATRIX FACTORIZATION;1;
ADVERSARIAL GRAPH REGULARIZATION;1;
CLUSTERING METHODS;3;
WEIGHT MEASUREMENT;1;
WEB PAGES;1;
LAPLACE EQUATIONS;3;
INDEXES;1;
ADAPTIVE WEIGHTING STRATEGY;1;
AFFINITY MATRIX;1;
COMMON REPRESENTATION;1;
INCOMPLETE MULTI-VIEW CLUSTERING;1;
SUICIDE PREVENTION;1;
SCHOOLS MENTAL HEALTH;1;
PARENT INVOLVEMENT;1;
MATHEMATICAL PROGRAMMING;10;
QUADRATICPROGRAMMING;2;
CONVEX PROGRAMMING;1;
NONLINEAR PROGRAMMING;2;
MIXED INTEGERPROGRAMMING;1;
R;1;
DON HELLISON;1;
FIDELITY;2;
SPORT BASED YOUTH DEVELOPMENT;1;
SOCIOLOGY;5;
EXPLOITATION;1;
EXPLORATION;1;
NORTHERNGOSHAWK;1;
OPTIMIZATION PROBLEM;1;
EXPERIMENTS;1;
CANDIDATE DESCRIPTORS;1;
EVIDENCE-BASED QUALITY IMPROVEMENT;1;
MIXEDMETHODS;1;
CULTURE/DIVERSITY/CULTURAL COMPETENCE;1;
EVALUATION-EDUCATIONALINTERVENTION;1;
WORKPLACE LEARNING;2;
MENTEE TRAINING;1;
MENTOR MATCHING;1;
QUANTIZATION (SIGNAL);1;
HASH FUNCTIONS;2;
BINARY CODES;2;
BIGDATA;1;
HAMMING DISTANCE;1;
LEARNING TO HASH;2;
DOUBLE-BITQUANTIZATION;1;
DISCRETE HASHING;1;
LARGE-SCALE IMAGE RETRIEVAL;1;
DCPROGRAMMING;1;
ROLE TRANSITION;1;
INSTRUMENT DEVELOPMENT;1;
ENROLLMENT;2;
INITIAL LICENSURE STUDENTS;1;
PHYSICAL EDUCATION CAREERS;1;
PA STUDENTS;1;
TOP-PERFORMING PA PROGRAMS;1;
PHYSICIANASSISTANTS;1;
IMAGE RESTORATION;1;
KERNEL;1;
GENERATIVE ADVERSARIAL NETWORKS;2;
BLINDDEBLURRING;1;
PRIOR NETWORK;1;
STATISTICAL DISTRIBUTIONS;1;
UNPLUGGED;1;
INSTRUCTIONALAPPROACH;1;
FPGA ACCELERATION;1;
MACHINE LEARNING ALGORITHMS;2;
OPENCL PROGRAMMING;1;
LINEARSYSTEMS;1;
ROADS;1;
ACTIVE SUSPENSION SYSTEM;1;
APPROXIMATEDYNAMIC PROGRAMMING;3;
STATE FEEDBACK;1;
ZERO-SUM TWO-PLAYER GAMES;1;
CHEMISTRY EDUCATION RESEARCH;2;
PROFESSIONAL IDENTITY;2;
CAREER PLANNING;1;
NURSING SSTUDENTS;1;
CLINICALPERFORMANCE;1;
CLINICAL DECISION MAKING;1;
SITUATION AWARENESS;1;
TEAM WORK;2;
DETERIORATION;1;
GLOBAL HEALTH;2;
ONCOLOGY CARE;1;
NIGERIA;2;
MEDICAL ONCOLOGY;1;
EXTENDED IMMERSIVE SIMULATION;1;
STUDENT SATISFACTION;3;
UNDERGRADUATE NURSING STUDENTS;1;
CLINICAL PROBLEM-SOLVING;1;
PERCEPTIONS;3;
QUALITATIVE STUDY;4;
ANATOMYCURRICULUM;1;
GRADUATE ANATOMY;1;
ADAPTIVE DYNAMIC PROGRAMMING (ADP);2;
INTERCONNECTED NONLINEAR SYSTEMS;1;
DECENTRALIZED CONTROL;1;
MATCHED INTERCONNECTIONS;1;
COUNTRY-SPECIFIC DEVELOPMENTS;1;
GENDER STUDIES;3;
RECRUITMENT;3;
STUDENT PERCEPTIONS;5;
STEREOTYPES;1;
CAREER;2;
RABBITS;2;
CHEMICALS;1;
DYNAMICPROGRAMMING;2;
CHAOS ELITE HARRIS HAWK;1;
OPPOSITION-BASED LEARNING;2;
ELITE INDIVIDUAL;1;
MUTATION STRATEGY;1;
CHEMICALOPTIMIZATION;1;
CONTROL VECTOR PARAMETERIZATION;1;
RNA-SEQUENCING;1;
NEGATIVE BINOMIAL;1;
POISSON;1;
LINEARDISCRIMINANT ANALYSIS;1;
AUTISM SPECTRUM DISORDERS;1;
EMOTIONAL SKILLS;1;
SOCIALADAPTATION;1;
SITUATED LEARNING;1;
APPE-READINESS;1;
PSYCHIATRIC PHARMACY;1;
ACTIVE-LEARNING;1;
WRITING;3;
EVALUATION STUDIES;1;
PRECLINICAL EDUCATION;1;
LIFE COACHING;1;
EXECUTIVE COACHING;1;
POWERSHELL;1;
DE-OBFUSCATION;1;
ABSTRACTSYNTAX TREES;1;
BEHAVIORAL PROFILING;1;
TRAJECTORY TRACKING;1;
USV;1;
ADAPTIVE FUZZY CONTROL;1;
ONLINE CONSTRUCTIVESTRATEGY;1;
STREAMING MEDIA;1;
MULTIMODAL HASHING;1;
CROSS-MODALRETRIEVAL;1;
EDUCATION NURSING;2;
MENTORS;1;
MOBILE APPLICATIONS;1;
INTERNATIONAL;2;
SELF-CONCEPT;1;
MIDDLE SCHOOL YOUTH;1;
NEAR-PEER MENTOR;1;
HIGH SCHOOL YOUTH;1;
INTEREST;1;
ACCESS;1;
INTERNET;3;
PRACTICE MANAGEMENT;1;
E-PROFESSIONALISM;1;
STACKING SEQUENCE OPTIMISATION;1;
DETAILED SIZING;1;
GENERIC STACKS;1;
MIXEDINTEGER PROGRAMMING;1;
GASES;1;
KINETIC-MOLECULARTHEORY;1;
CLASSIFIER ENSEMBLE;1;
BAYESIAN NETWORKS;1;
HIV;1;
PEERLEARNING;1;
MIXEDMETHODS RESEARCH;1;
WORKFORCE DEVELOPMENT/ISSUES;1;
NONTECHNICAL SKILLS;1;
HUMAN FACTORS;3;
MULTI-PROFESSIONAL TRAINING;1;
ANGRY BIRDS;1;
GAME;1;
EDUTAINMENT;1;
PROGRAM DESIGN;2;
ARTIFICIAL INTELLIGENCE (AI);1;
GAME COMPETITION;1;
GAME-BASED LEARNING;5;
CONTENT VALIDITY;2;
DESCRIPTIVE SURVEY;1;
IN-DEPTH INTERVIEWING;1;
INTERPRETIVE DATA ANALYSIS;1;
SEQUENTIAL EXPLANATORY DESIGN;1;
MULTI-AGENT REINFORCEMENT LEARNING;1;
MEDICAL RESOURCE ALLOCATION;1;
IMPERFECT INFORMATION;1;
COVID-19 PANDEMIC;1;
WASTEWATER TREATMENT;2;
HEURISTICALGORITHMS;1;
WASTEWATER;1;
DATA-DRIVEN CONTROL;1;
EXPERIENCEREPLAY;1;
PEER REVIEW;1;
GUIDELINE ADHERENCE;2;
KNOWLEDGETRANSLATION;1;
PERFORMANCE ASSESSMENT;1;
EDUCATIONAL CLIMATE;2;
OPERATING ROOM;1;
UNDERGRADUATE TRAINING;1;
PSYCHOMETRIC EVALUATION;1;
ITEM CALIBRATION;1;
MINIMIZATION;1;
ITERATIVE METHODS;3;
INTEGER PROGRAMMING;2;
EMBEDDED MODEL;1;
FEATURE SELECTION;7;
SEPARABILITY;1;
SPARSITY;1;
GENDER;4;
OPERATIVE AUTONOMY;1;
OPERATIVE PERFORMANCE;1;
UROLOGY RESIDENCY;1;
EDUCATIONAL ROBOTICS;3;
INSTRUCTIONALINTERVENTION;1;
PROBLEM SOLVING;12;
TRIAL-AND-ERROR;1;
GRADUATE;2;
MENTAL HEALTH;4;
NURSE EDUCATOR;2;
ATTRACTION TO ACADEMIA;1;
NURSE FACULTY SHORTAGE;1;
NURSINGSHORTAGE;1;
IMAGECLASSIFICATION;1;
MAGNETIC RESONANCE IMAGING;1;
CULTURAL COMPETENCE EDUCATION;1;
HEALTHCARE EDUCATION;3;
FACEBOOK;2;
RANDOMIZED CONTROLLED DESIGN;1;
CHANCE-CONSTRAINED PROGRAMMING;1;
ENERGY HUB;1;
ROBUST OPTIMIZATION;1;
LOADABILITY INDEX;1;
MIXED-INTEGER LINEAR PROGRAMMING;1;
INDUSTRY CHALLENGE;1;
PROCESS DESIGN;1;
PROCESS INTENSIFICATION;1;
ENTREPRENEURSHIP;1;
SUSTAINABILITY;2;
CHEMICAL ENGINEERING;1;
EDUCATIONCHALLENGE;1;
PIPELINE PROGRAM;1;
CLINICAL CANCERRESEARCH;1;
CLUSTERING ALGORITHMS;4;
MATRIX CONVERTERS;1;
SKELETON;1;
ACTIVELEARNING;2;
SUBSPACE CLUSTERING;1;
BLOCK DIAGONAL REPRESENTATION;1;
PAIRWISECONSTRAINTS;1;
SELF-EXPRESSIVENESS;1;
CLINICAL TEACHER;1;
BLENDEDLEARNING;1;
INTERPRETATIVE PHENOMENOLOGICAL ANALYSIS;1;
ABET;1;
FRAMEWORK;1;
SKILLS;4;
FLOW-SHOP SCHEDULING;1;
TIME-DEPENDENT PROCESSING TIME;1;
BREASTFEEDING;1;
NUTRITION STUDENTS;1;
NUTRITIONIST;1;
FALLS;1;
EVIDENCE-BASED;2;
FALLSPREVENTION;1;
HOSPITAL;1;
FRAILTY;1;
POPULATIONHEALTH MANAGEMENT;1;
DECISION SUPPORT SYSTEMS;2;
SEARCH-BASED SOFTWARE ENGINEERING (SBSE);1;
FAULT FINDING;1;
SYSTEMRELIABILITY;1;
SOFTWARE TESTING;2;
HYPER-HEURISTICS;1;
ACGME CORE COMPETENCIES;1;
EDUCATIONALMILESTONES;1;
SURGICAL COMPETENCY;1;
CROSS-BORDER MEDICAL CURRICULUM;1;
CLINICAL SUPERVISORS;1;
CONTEXT;1;
CARDIAC ARRHYTHMIA INTERPRETATION;1;
CARDIAC RHYTHM INTERPRETATION;1;
ECG;1;
EKG;1;
ELECTROCARDIOGRAM INTERPRETATION;1;
SELF-REFLECTION;2;
EXPERIENCES;1;
JUST-IN-TIME ADAPTIVE INTERVENTIONS;1;
PERSONALIZED INTERVENTION DELIVERY;1;
DIGITAL INTERVENTION DESIGN;1;
M-HEALTH;1;
EDUCATIONAL TECHNIQUES;1;
SELF-CARE;4;
STUDENT MENTAL HEALTH;1;
RELATIONAL ETHICS;1;
PHYSICAL IMPAIRMENT;1;
TEACHING ASSISTANT;1;
LIFE STORY;1;
FLOOR PLAN;1;
3D INDOOR MODELS;1;
AUTOMATIC REASONING;1;
GRAPHICAL MODELS;1;
CONSTRAINT LOGIC PROGRAMMING;1;
GAUSSIAN MIXTURE;1;
NURSING EDUCATIONRESEARCH;1;
TRANSLATIONAL;1;
SUMMER INTERNSHIP;1;
LABORATORY RESEARCH;1;
INTRAO-PERATIVE TEACHING;1;
GRADUATED AUTONOMY;1;
PRO-MOTION;1;
MASCULINITIES;1;
HETEROGENEITY;1;
DRUG REPURPOSING;1;
DATA INTEGRATION;1;
DATA ACCESS;1;
APPLICATION PROGRAMMING INTERFACE;1;
SUBSTRUCTURE SEARCH;1;
RARE DISEASE;1;
KNIME WORKFLOW;1;
SARS-COV-2;2;
GLUT-1 DEFICIENCY SYNDROME;1;
CHEMBL;1;
OPEN TARGETS PLATFORM;1;
DRUGBANK;1;
PDB;1;
UNIPROTKB;1;
GUIDE-TO-PHARMACOLOGY;1;
PUBCHEM;1;
SIMULATION TRAINING;1;
PROFICIENCY-BASEDCURRICULUM;1;
FUNDAMENTALS OF LAPAROSCOPIC SURGERY;1;
THINK-ALOUD;1;
AGENT;1;
AGILITY;1;
MANUFACTURING;1;
PRESCHOOL;1;
HEAD START;1;
PRESCHOOL HEALTH;1;
PRESCHOOLNUTRITION;1;
FUZZY SVM;1;
MASS SPECTROMETRY;1;
MULTIPLE KERNEL LEARNING;1;
PEPTIDE-SPECTRUMMATCHES;1;
PEPTIDE IDENTIFICATION;1;
RURAL POPULATION;1;
HEALTH OCCUPATIONS;1;
RURAL HEALTH SERVICES;1;
GRID CONNECTED CONVERTER;1;
POWER CONVERTER;1;
RAPID PROTOTYPING;1;
POWERELECTRONICS;1;
DIGITAL CONTROL;1;
POWER FACTOR CORRECTOR;1;
TEACHINGEXPERIENCE;1;
ARDUINO HANDS-ON ACTIVITIES;1;
COMPUTATIONAL MAKING;1;
COMPUTATIONALTHINKING;1;
DESIGN THINKING;3;
FABLAB;1;
PHYSICAL COMPUTING;1;
STEAM;1;
SURGICAL EQUITY;1;
SURGICAL DISPARITIES;1;
HEALTH DISPARITIES EDUCATION;1;
HEALTH EQUITY;3;
SOCIAL DETERMINANTS OF HEALTH;1;
CLUBFOOT;1;
CONGENITAL TALIPES EQUINOVARUS;1;
PONSETI;1;
AFRICA;2;
CLINICAL SKILL;1;
COURSE DEVELOPMENT;1;
CO-PRODUCTION;1;
PATIENT ENGAGEMENT;1;
HEALTH PROFESSIONSEDUCATION;2;
MENTAL HEALTH AND ADDICTION;1;
LIMINALITY;1;
MEDED;1;
ANATOMY;3;
QUARANTINE;1;
UNDERWATER ACOUSTIC SENSOR NETWORKS (UASNS);1;
SOFTWARE DEFINED NETWORK(SDN);1;
OPENFLOW;1;
LEARNING AUTOMATA;1;
DECISION SUPPORT;1;
ARTERIALHYPERTENSION;1;
HEART RATE VARIABILITY;1;
SOURCE CODE SUMMARIZATION;1;
ENCODER-DECODER;1;
INFORMATION INCORPORATION;1;
DYNAMIC VOCABULARY;1;
CONFIGURATION;1;
STANDARDIZATION;1;
TECHNOLOGY-USE MEDIATION;1;
USER-PARTICIPATION;1;
ACADEMIC EDUCATION;1;
POSTGRADUATE COURSES;1;
SOFTWARE ENGINEERING;8;
JOB SATISFACTION;3;
JOB STRAIN;1;
STRESSMANAGEMENT;1;
VIRTUAL PATIENTS;1;
NURSING UNDERGRADUATES;1;
CLINICAL FACILITATORS;1;
UNDERGRADUATE INTERNSHIP;1;
BENCHMARKS;1;
DELPHI TECHNIQUE;1;
ROTATIONS;1;
ACADEMICCURRICULUM;1;
CONTINUING PHARMACY EDUCATION;1;
MIDWIVES;2;
POST-GRADUATE;1;
OPTIMAL SCHEDULING;2;
STATE OF CHARGE;1;
HOME ENERGY AND WATERMANAGEMENT SYSTEMS;1;
MIXED-INTEGER PROGRAMMING;1;
RECEDING HORIZON;1;
SCHOOL CLOSURE;1;
FOOD ACCESS;1;
ADMINISTRATIVE ISSUES;2;
CLOSED LOOP;1;
DERIVATIVE GAIN;1;
INTEGRAL GAIN;1;
MICROCONTROLLER;1;
OPEN-LOOP;1;
PROPORTIONAL GAIN;1;
TEACHER PROFESSIONALDEVELOPMENT;1;
REALIST SYNTHESIS;2;
CASESTUDY;1;
TRANSFORMATION THEORIES;1;
DECISION ANALYSIS;1;
ONLINE OPTIMIZATION;1;
INVESTOR PREFERENCE DERIVATION;1;
FINTECH;1;
FUELS;2;
COST FUNCTION;1;
ECONOMIC LOAD DISPATCH PROBLEM;1;
HARRISHAWKS OPTIMIZATION;1;
MULTI-RESTART;1;
LEARNING FROM MASSIVE DATASETS;1;
LARGE-SCALE SUPPORT VECTOR MACHINES;1;
FRANK-WOLFE METHODS;1;
CONCAVE OPTIMIZATION;1;
ROUTING;1;
QUALITY OF SERVICE;2;
NFV;2;
SFC;1;
SERVICE MIGRATION;1;
CANCER DIAGNOSIS/CLASSIFICATION;1;
DNA MICROARRAY;1;
GENEEXPRESSION;1;
GENETIC ALGORITHM;4;
INFORMATION GAIN;1;
CRITICAL CARE NURSES;1;
PRACTICE;1;
DECISION-MAKING;1;
SEPSIS;1;
AND MANAGEMENT;1;
SUPPORT VECTOR MACHINE;3;
IMPRECISEPROBABILITY MODEL;1;
MINIMAX STRATEGY;2;
EXTREME POINTS;1;
MORAL DEVELOPMENT;1;
NURSING EDUCATION RESEARCH;1;
NURSINGETHICS;1;
SOCIAL IDENTITY;1;
PEER MENTOR;1;
PATIENT EDUCATION;1;
CHRONIC OBSTRUCTIVE PULMONARY DISORDER (COPD);1;
BREATHING EASIER SUPPORT TOOLKIT (BEST);1;
TABLET COMPUTER;1;
ANOMALY DETECTION;1;
DATA REPAIR;1;
GEO-DISTRIBUTED BIG DATA;1;
SPATIALAUTOCORRELATION;1;
GRADIENT-BOOSTING;1;
STRATOSPHERIC FREEFALL;1;
INVERSE PROBLEM;1;
MODELLING;1;
PARAMETERSUNCERTAINTY;1;
MAINTENANCE ENGINEERING;1;
HYDROELECTRIC POWER GENERATION;1;
GENETICALGORITHMS;2;
MATRIXCONVERTERS;1;
EQUIPMENT MAINTENANCE;1;
DISASSEMBLY SEQUENCE PLANNING;1;
TEAM-BASED GENETIC ALGORITHM;1;
FAST FEASIBLE SOLUTION GENERATOR;1;
FORWARD-AND-BACKWARD OPTIMIZATION OPERATOR;1;
MULTI-POINT HEURISTICMUTATION;1;
CANCER PREVENTION AND CONTROL;1;
HEALTH DISPARITIES;1;
DETERIORATINGPATIENT;1;
NURSING STUDENT'S SAFETY;1;
BIBLIOMETRICS;1;
FAST-AND-FRUGAL HEURISTICS;1;
RESEARCH EVALUATION;1;
ERROR;1;
ERROR RECOVERY;1;
BLACK STUDENTS;1;
EDUCATIONAL PRACTICES;1;
ENGINEERING PATHWAYS{[}SYN;1;
ENGINEERING PIPELINE];1;
PEER MENTORING;3;
TECHNOLOGY ADOPTION;1;
R\&D INVESTMENT;1;
SWITCHING COST;1;
DISEASES;1;
METABOLOMICS;2;
COMPUTATIONALMODELING;2;
BIOLOGICAL SYSTEM MODELING;2;
SYSTEMSBIOLOGY;1;
CLASSIFICATION ALGORITHMS;3;
STOCHASTIC PROCESSES;2;
REACTIVE POWER;1;
PARALLEL MACHINES;1;
BEAM SELECTION;1;
POINT CLOUD;1;
3D SCENE RECONSTRUCTION;1;
3D SCENE BASED WIRELESSCOMMUNICATIONS;1;
MULTICENTER PICKUP AND DELIVERY PROBLEMS;1;
TIME WINDOW ASSIGNMENT;1;
SELF-LEARNING NSGA-II;1;
PROFIT ALLOCATION;1;
COLLABORATIVE COALITION;1;
TWIN SUPPORT VECTOR REGRESSION;1;
FAST CLUSTERING;2;
PRIORSTRUCTURAL INFORMATION;1;
WEIGHTED STRATEGY;1;
OPERATING PARAMETERS OPTIMIZATION;1;
PROCESSINDUSTRY;1;
MULTISTAGE MANUFACTURING;1;
COMPUTATIONAL INTELLIGENCE;1;
MULTI-GENE GENETIC PROGRAMMING (MGGP);1;
IMAGINATION;1;
INDUSTRIAL DESIGN;2;
SURROGATE MODELS;1;
SURROGATE QUALITY;1;
SURROGATESELECTION;1;
CLINICAL EDUCATOR;1;
PRE-QUALIFICATION STUDENTS;1;
WORKPLACE;1;
ONE-CLASS CLASSIFICATION;1;
NOVELTYDETECTION;1;
IMPRECISE STATISTICAL MODEL;1;
EXTREMEPOINTS;1;
SUPPLIER SELECTION;1;
DISRUPTION RISK;1;
PRE-POSITION INVENTORY;1;
PROTECTEDSUPPLIER;1;
SUPPLY CHAIN COORDINATION;1;
NONLINEAR MIXED INTEGER PROGRAMMING;1;
MOBILE CLOUD COMPUTING;3;
COMPUTATIONAL OFFLOADING;1;
APPROXIMATIONALGORITHMS;1;
PRIMARY CARE PHYSICIANS;1;
PRIMARY HEALTH CARE;2;
HEALTHWORKFORCE;1;
ATTENTION MECHANISM;1;
FAULT LOCALIZATION;1;
LEARNING TO RANK;1;
SOFTWAREQUALITY;1;
PATIENT-CENTERED MEDICAL HOME;1;
PRIMARY CARE;1;
CLINICAL NURSING EDUCATION;1;
ROLEMODELING;1;
MEASURE;1;
AWARENESS;1;
RACISM;1;
VODCAST;1;
VIDEO PODCAST;1;
VODCAST MULTIPLICATIONFACTOR;1;
VODCAST ATTRIBUTES;1;
VODCAST LENGTH;1;
TRANSCRIPT;1;
FIRST-YEAR SUCCESS;1;
FIRST-YEAR GPA;1;
PERFORMANCEFUNDING;1;
RADAR;1;
MACHINELEARNING ALGORITHMS;1;
HUMAN--MACHINE INTERFACE;1;
HUMAN HAND-LOCOMOTION SIGNAL;1;
RESERVOIRCOMPUTING;1;
MULTI DIMENSION;1;
AND NONLINEAR DATA;1;
CHEMICALEDUCATION RESEARCH;1;
HIGH-VALUE;1;
COST-CONSCIOUS CARE;1;
RESOURCE STEWARDSHIP;1;
THREE-DIMENSIONAL MAPS;1;
INTRAOPERATIVE PERIOD;1;
HEALTHCARE SIMULATION;1;
PIER FRAMEWORK;1;
EVIDENCE INFORMED PRACTICE;1;
EAST ASIAN MEDICINE;1;
ACUPUNCTURE;1;
BULLYING;1;
EDUCATIONAL POLICY;1;
ETHICAL \& RELATIONAL ACTION FRAMEWORK;1;
INTERACTIVE DISCUSSION GROUP;1;
RANDOMIZED CONTROLLEDTRIAL;2;
SUICIDE PREVENTION TRAINING;1;
SOFTWARE DOCUMENTATION;1;
RECOMMENDATION SYSTEMS;1;
QUESTION AND ANSWERINGSITES;1;
RANKING MODEL;1;
CONVEX HULL;1;
EVOLUTIONARY MULTIOBJECTIVE OPTIMIZATION;1;
PARSIMONY;1;
ROC ANALYSIS;1;
ANTI-SPAM FILTERS;1;
ERROR DETECTION AND CONTROL;1;
COMPUTER NETWORK COMMUNICATION;1;
CRCALGORITHM;1;
TEACHER EDUCATORS;2;
PEDESTRIAN;1;
INJURY;1;
MOBILESMARTPHONE;1;
WOMEN;1;
REGRESSION TESTING;1;
TEST CASE PRIORITIZATION;1;
DEFECT PREDICTION;1;
BUG HISTORY;1;
EXPLAINING;1;
INSTRUCTOR TRAINING;1;
COMPUTER-BASED TEST;1;
OPERATIVE NOTES;1;
SOFTWARE-DEFINED NETWORKING;2;
OPEN FLOW;1;
RELIABILITY;3;
MODEL CHECKING;1;
SYMBOLIC EXECUTION;1;
