keywords;count;
COGNITIVE LOAD;1;
DEFINITIONS;1;
RESOURCE RECOMMENDATION;1;
ENTRUSTMENT DECISION-MAKING;1;
EDUCATIONAL-DEVELOPMENT;1;
STRATEGY USE;1;
SUPPLEMENTAL INSTRUCTION PROGRAM;1;
VARIANTS;1;
DEPARTMENTS;1;
INTRODUCTORY BIOLOGY;1;
IMMERSIVE VIRTUAL-REALITY;1;
MOTION SICKNESS;1;
ACCEPTANCE MODEL;1;
CO-CREATION;1;
ACTIVITY PATTERNS;1;
COLLEGE ALUMNI;1;
HOPE;1;
WEB;2;
PEER-FEEDBACK;1;
PROMPTS;1;
HEALTH-CARE STUDENTS;2;
DENTALSTUDENTS;1;
COGNITIVE APPRENTICESHIP;1;
LEGO MINDSTORMS;1;
VIEWPOINT;1;
PRACTICE QUESTIONNAIRE;1;
RANDOMIZED-TRIAL;2;
STATE;2;
ALTERNATIVE CONCEPTIONS;1;
MULTIPLE-CHOICE;1;
PROFESSIONAL IDENTITY FORMATION;1;
TACTICS;1;
GROUP SCRIBBLES;1;
IDENTITY FORMATION;1;
GAMIFICATION;1;
STUDENTS CONCEPTIONS;1;
PHENOMENOGRAPHY;1;
WAVELET OPERATIONAL MATRIX;1;
INTEGRODIFFERENTIAL EQUATIONS;1;
DIFFERENTIAL-EQUATIONS;1;
PLANNED BEHAVIOR;1;
COLLABORATIVE DESIGN;1;
ENERGY MANAGEMENT STRATEGY;2;
ECMS;2;
CONCEPTUAL-MODEL;1;
PORTFOLIO;1;
COMPUTER SELF-EFFICACY;1;
STUDENTSCONCEPTIONS;1;
EDUCATION TEACHERS;1;
PRESCHOOL TEACHERS;1;
FAULT-DETECTION;1;
PROCESS DESIGN;1;
DESIGN-BASED RESEARCH;3;
PREPARING TEACHERS;1;
LEVEL COURSE;1;
TEMPLATE;1;
ANALOG;1;
GREEN;1;
CONTROLLER;2;
TEACHING HISTOLOGY;1;
DESIGN THINKING;1;
FLOW EXPERIENCE;1;
COGNITIVELOAD;1;
CONFIDENCE;3;
NARROWS ACHIEVEMENT GAPS;1;
TEACHER IMMEDIACY;1;
COMPUTER ANXIETY;1;
SCHOOLFAILURE;1;
ZINC;1;
TRACERS;1;
ZN;1;
HEAD FILM MEASUREMENTS;1;
DENTAL EDUCATION;1;
LANDMARK IDENTIFICATION;1;
SUPERIMPOSITION;1;
SIMULATION LAB;1;
LEARNING WORK;1;
MARINE ENGINEERS;1;
MIXED METHODS;1;
FACULTY-DEVELOPMENT PROGRAM;1;
N-3 FATTY-ACIDS;1;
SCIENTIFIC LITERACY;1;
CEREBRAL-ISCHEMIA;1;
SECONDARY SCIENCE TEACHERS;1;
DIFFERENT INDUCTION-PROGRAMS;1;
PRESERVICE;2;
INTELLIGENT TUTORING SYSTEM;1;
FORMATIVE FEEDBACK;1;
ONLINE ASSESSMENT;1;
TEXT;1;
SOUTH-AFRICAN UNIVERSITY;1;
MOTIVATED STRATEGIES;2;
TOOL-USE;1;
STUDENT ENGAGEMENT;3;
WORD-OF-MOUTH;1;
STUDENT SATISFACTION;1;
CUSTOMER SATISFACTION;1;
EMPLOYEESATISFACTION;1;
PERCEIVED VALUE;1;
FACULTY SATISFACTION;1;
MANAGEMENT EDUCATION;1;
CONSUMER PERCEPTIONS;1;
MENTOR EDUCATION;1;
CURRICULUM-DEVELOPMENT;1;
GENDER EQUALITY;1;
ROBOT;1;
GUIDANCE;1;
CLINIC LERNER COLLEGE;1;
DISTRIBUTION-SYSTEMS;1;
HYDRAULIC ANALYSIS;1;
CALIBRATION;1;
HEALTH-PROFESSIONALS;1;
MORTALITY CONFERENCE;1;
HIDDEN;1;
CONSENSUS GROUP-METHODS;1;
NOMINAL GROUP;1;
SCHOOL PERFORMANCE;1;
ATTENDANCE;2;
EMBRYOLOGY;1;
CONCEPTUAL CHANGE;1;
HEALTH-SERVICES RESEARCH;1;
MENTORS;1;
MEDICAL GROSS-ANATOMY;2;
BASIC SCIENCES;1;
BEHAVIORAL INTENTION;1;
HOSPITAL EDUCATIONAL ENVIRONMENT;1;
MEDIATING ROLE;1;
TEACHING STYLES;1;
FLEXIBLE JOB-SHOP;1;
NSGA-II;1;
LOTTERY;1;
EDUCATION PROGRAM;1;
MARKET-SEGMENTATION;1;
RESIDENCY PRECEPTOR;1;
WIKIS;1;
BLOGS;1;
BODY BEQUEST PROGRAM;1;
UNCLAIMED BODIES;1;
DART-COLLECTION;1;
DONATION;1;
CRITICAL THINKING DISPOSITION;1;
LEARNING-PERFORMANCE;1;
CONCEPT MAPS;1;
TOOLS;3;
TERMS;1;
EDUCATIONAL STRATEGY;1;
TREE VISUALIZATION;1;
PRIVACY;1;
HEALTH-CARE PROVIDERS;1;
GRADUATE;1;
ROBOCUP;1;
PATIENT SIMULATION;1;
TECHNOLOGY INTEGRATION;1;
ICT;2;
ASSOCIATION TEST;1;
COGNITIVE-STYLE;1;
MODALITY;1;
LOAD;1;
VOCABULARY;1;
PHONES;1;
MANUAL THERAPY;1;
TUTORS;1;
TOUCHING CHARACTERS;1;
CHINESE CHARACTERS;1;
ISSUES;4;
AGREEMENT;1;
BSN STUDENTS;1;
HUMAN ANATOMY;1;
QUALITATIVE CONTENT-ANALYSIS;1;
ROBUST ORDINAL REGRESSION;1;
AGGREGATION OPERATORS;1;
INTERACTING CRITERIA;1;
CAPACITIES;1;
INDEX;1;
SITUATIONS;1;
EMOTIONS;1;
BOOT CAMP;1;
ACTIVITY BREAKS;1;
PETE PROGRAMS;1;
CSPAP;1;
EXPECTANCY-VALUE THEORY;1;
GROUP CREATIVITY;1;
PRESCHOOL;1;
CORE NEEDLE-BIOPSY;1;
BREAST BIOPSY;1;
LOGIC PROGRAMS;1;
CHILDHOOD DIAGNOSES;1;
DYSLEXIA;1;
COMPREHENSION;3;
COMPANION-ANIMAL PRACTICE;1;
CLIENT INTERACTIONS;1;
ATTRIBUTES;2;
ASSESSMENT SYSTEM ICDAS;1;
OCCLUSAL;1;
DENTISTS;1;
COGNITIVE STYLES;1;
DIFFICULTY INDEX;1;
CREDIBILITY;1;
SAUDI-ARABIA;1;
PEER RELATIONS;1;
MANAGEMENT-SYSTEMS;1;
MEDIA;1;
MEDICAL-STUDENT EDUCATION;1;
PROBLEM-SOLVING SKILLS;1;
SIMULATIONTECHNOLOGY;1;
DIAGNOSTIC KNOWLEDGE;1;
CONTINUING-EDUCATION;1;
PBL;1;
BIOINFORMATICS;1;
5 PERSONALITY DIMENSIONS;1;
TEAM PERFORMANCE;1;
TRAITS;1;
SCHOOL TEACHERS;1;
VICTIMIZATION;1;
SELF-CONFIDENCE;1;
AUDIENCE RESPONSE SYSTEM;1;
FAMILY-PRACTICE RESIDENCIES;1;
CONFERENCE ATTENDANCE;1;
TRAINING EXAMINATION;1;
COMPREHENSION PROCESSES;1;
SUSTAINABILITY BALANCED SCORECARD;1;
FUZZY MCDM APPROACH;1;
PERFORMANCE-MEASUREMENT;1;
SUPPLIER SELECTION;1;
INDICATORS;1;
SOCIO-SCIENTIFIC ISSUE;1;
PRIOR-KNOWLEDGE;1;
SCHOOL-STUDENTS;2;
GENERAL-CHEMISTRY COURSE;1;
PROFILE;1;
CARDIOVASCULAR RISK INTERVENTION;1;
LIFE-STYLE INTERVENTION;1;
DYSLIPIDEMIAS;1;
MELLITUS;1;
ACADEMIC-SUCCESS;1;
VIRTUAL WORLDS;1;
LIQUID MASS-TRANSFER;1;
AUGMENTED-REALITY;1;
ENGAGE;1;
PLACEMENTS;2;
CLERKSHIP;1;
HYBRID GENETIC ALGORITHM;1;
TOTAL COMPLETION-TIME;1;
ITERATED GREEDYALGORITHM;1;
EARLINESS/TARDINESS COSTS;1;
MINIMIZE MAKESPAN;1;
PARALLELMACHINE;1;
TOTAL TARDINESS;1;
HEURISTICS;1;
COGNITIVECONTROL;1;
SERIOUS GAMES;1;
CONSUMPTION MINIMIZATION STRATEGY;1;
DEVICES;1;
FUZZY INFERENCE SYSTEM;1;
RULE BASE;1;
WAVELET;1;
BRACHIAL-PLEXUS;1;
MODERNIZATION;1;
PROFESSIONAL AFFAIRS COMMITTEE;1;
SELF-EXPLANATIONS;1;
INNOVATIVE APPROACH;1;
FLIPPEDCLASSROOMS;1;
SURFACE-CHARGES;1;
ELECTRICITY;1;
FIELDS;1;
LANGUAGES;1;
ACCOUNTABILITY;1;
ENACTMENT;1;
3D COMPUTER-MODELS;1;
TEACHING ANATOMY;2;
HIGH-PERFORMANCE TEAMS;1;
ORGANIZATIONAL CULTURE;1;
CURRICULUM CHANGE;1;
READY;1;
SCHOOL PHYSICAL-EDUCATION;1;
TPSR ALLIANCE;1;
DATA STREAMS;1;
PERFORMANCE PREDICTION;1;
STUDENTS PERFORMANCE;1;
TEACHING STUDENTS;1;
INDIVIDUALS;1;
INCLUSION;2;
CRITICAL INFRASTRUCTURE;1;
STORAGE SYSTEMS;1;
CLINICAL GOVERNANCE;1;
TEACHING QUALITIES;1;
IN-SITU SIMULATION;1;
PERSONALITY-TRAITS;1;
CHAEA;1;
STUDENT-TEACHERS;1;
FIT INDEXES;1;
SUGGESTIONS;1;
ABSOLUTE ERROR MAE;1;
COMPRESSIVE STRENGTH;1;
WAVE-PROPAGATION;1;
GALERKIN;1;
RMSE;1;
GEOMETRY;1;
HOTS;1;
PROTOCOL;1;
CHEMICAL-PROCESS ROUTES;1;
INHERENT SAFETY;1;
GRAPHICAL-METHOD;1;
SUSTAINABILITY;1;
STAGE;1;
PATIENT DETERIORATION;1;
BRAIN-COMPUTER-INTERFACE;1;
ALPHA-ACTIVITY;1;
MENTAL MODELS;1;
TELL US;1;
THETA;1;
OSCILLATIONS;1;
BAND;1;
E-LEARNING COURSE;1;
EDUCATIONAL INTERVENTION;1;
EBM;1;
INTERDISCIPLINARY RESEARCH;1;
ADAPTIVE MANAGEMENT;1;
CLIMATE-CHANGE;1;
CONDITIONALVALUE;1;
RISK ANALYSIS;1;
CONFIRMATORY FACTOR-ANALYSIS;1;
CALORIC COMPENSATION;1;
FEEDINGQUESTIONNAIRE;1;
PORTION SIZE;1;
WEIGHT;1;
ABSENCE;1;
HUNGER;1;
ADIPOSITY;1;
NO;1;
SPECTROSCOPY;1;
COGNITIVE-LOAD;1;
PHARMACOLOGY;1;
MULTIMEDIA;1;
OPPORTUNITIES;1;
JOINT INVENTORY;1;
NEWSVENDOR;1;
INTELLIGENCE BELIEFS;1;
STUDENTMOTIVATION;1;
GOAL ORIENTATION;2;
INSTRUMENTALITY;1;
DIETARY GUIDELINES;1;
WEIGHT-LOSS;1;
CONTROL STRATEGY;1;
PRESERVICE EDUCATION;1;
ACTIVE LEARNING-STRATEGIES;1;
NANOSCIENCE;1;
NANOCHEMISTRY;1;
NANOPARTICLES;1;
SEMESTER;1;
DECISION-SUPPORT-SYSTEMS;1;
CLINICAL INFORMATICS;1;
MUSCLE MODEL;1;
RECENT PROGRESS;1;
STORAGE SYSTEM;1;
POSSIBLE SELVES;1;
PHYSICAL-THERAPY STUDENTS;1;
LEARNING HUMAN ANATOMY;1;
PROFESSIONAL ANATOMISTS;1;
INDIVIDUAL FEEDBACK;1;
PEERTEACHERS;1;
PROSECTIONS;1;
CULTURAL SAFETY;1;
COLONIZATION;1;
HIGH-FIDELITY;1;
INSTRUMENTAL ANALYSIS;1;
SECONDARY BATTERIES;1;
SENSITIVITY-ANALYSIS;1;
EQUATIONS;1;
OSCILLATOR;1;
QUBIT;1;
INCREASE FRUIT;1;
DIET;1;
SEMANTIC WEB;1;
ENERGY MANAGEMENT;1;
APPLIANCE;1;
MANAGEMENT STRATEGY;1;
TIME ALLOCATIONS;1;
OPPORTUNITY;1;
VETERINARY STUDENTS;1;
FESTIVAL;1;
PHYSICAL-EDUCATION TEACHERS;1;
ACTIVITY PROGRAM;1;
KOREA;1;
SPACED EDUCATION;1;
AS-TEACHERS;1;
PEER ASSESSMENT;1;
PROFESSIONAL COMPETENCE;1;
EXPANDING RETRIEVAL;1;
GRADUATE ATTRIBUTES;1;
ASSESSMENT LITERACY;1;
VALIDITY EVIDENCE;1;
5 PERSONALITY-TRAITS;1;
CLINICAL-PRACTICE EDUCATION;1;
TRADITIONAL LECTURE;1;
DISPOSITION;1;
PRODUCT QUANTIZATION;1;
UNDERGRADUATE PATHOLOGY;1;
WEB SERVER;1;
PROTEIN;1;
CORONAVIRUS;1;
STUDENT PERCEPTIONS;1;
ENHANCEMENT;1;
RESIDENCY PROGRAMS;1;
PROGRAM-EVALUATION;1;
CARIES MANAGEMENT-SYSTEM;1;
DENTAL-CARIES;1;
PREVENTIVE STRATEGY;1;
DELIVERY PROBLEM;1;
CAREER-DEVELOPMENT PROGRAMS;1;
SCHOOL DEANS PERCEPTIONS;1;
MEDICINE ELAMPROGRAM;1;
EXECUTIVE LEADERSHIP;1;
WOMEN FACULTY;1;
PARTICIPANTS;1;
ADVANCEMENT;1;
EDUCATORS;1;
FEEDBACK-CONTROL;1;
SLIDING-MODE;1;
MIDWIFERY STUDENTS;1;
IMAGE RETRIEVAL;1;
KNOWLEDGE-MANAGEMENT;1;
TREATMENT FIDELITY;1;
APPRECIATION;1;
PLEASURE;1;
PROCRASTINATION;1;
RESOURCES;1;
OF-THE-ART;1;
BATTERY PACKS;1;
HVAC SYSTEMS;1;
TIME CLINICAL TEACHERS;1;
VIRTUAL-REALITY SIMULATION;1;
PRIVATE;1;
NOVICE;1;
MULTIPLE COMPARISONS;1;
VARIANCE TEST;1;
OBSERVER ROLE;1;
MIDWIVES VIEWS;1;
EXPLORATION;1;
MOTOR-SKILLS;1;
PARADIGM SHIFT;1;
MANY-OBJECTIVE OPTIMIZATION;1;
EPISTEMIC BELIEFS;1;
PERSONAL EPISTEMOLOGY;1;
HYPERMEDIA;1;
METACOGNITION;1;
INTEGRATING TECHNOLOGY;1;
SELF-EFFICACY SCALE;1;
STUDENT ANXIETY;1;
SCHOLARS PROGRAM;1;
DRUG/NONDRUG CLASSIFICATION;1;
COMPUTATIONAL METHODS;1;
ADME EVALUATION;1;
QSAR MODELS;1;
TUTORING SYSTEMS;1;
TEAM CLIMATE INVENTORY;1;
QUALITY IMPROVEMENT STRATEGIES;1;
DIABETES CARE;1;
OF-CARE;1;
GENERATION-SCIENCE-STANDARDS;1;
PEDAGOGICAL DESIGN CAPACITY;1;
ANALYSIS-OF-PRACTICE;1;
TEACHERS USE;1;
PLUG-IN HYBRID;1;
LEADERSHIP SKILLS;1;
DECADE;1;
HEALTH-SCIENCES EDUCATION;1;
FREE-TEXT RESPONSES;1;
VOLTAGE-SOURCE CONVERTER;1;
DISTRIBUTED GENERATOR;1;
MULTISOURCE FEEDBACK;1;
REALPATIENTS;1;
COMPRESSED LINEAR ALGEBRA;1;
SCALING-UP;1;
SOCIALITE;1;
FAIMER-INSTITUTE;1;
ACHIEVEMENT TASK VALUES;1;
RELEVANCE;1;
APPROXIMATIONS;1;
SECURE;1;
PARTICLE SWARM OPTIMIZER;1;
OPTIMUM DESIGN;1;
TOPOLOGY OPTIMIZATION;1;
FRAMES;1;
SEMIVECTORIAL BILEVEL OPTIMIZATION;1;
INFRASTRUCTURE;1;
TECHNICAL ANALYSIS;1;
PHYSICAL-ACTIVITY LEVELS;1;
LINE SEARCH TECHNIQUE;1;
STEPLENGTH SELECTION;1;
HELICOPTER SUBJECT;1;
OUTDOORS;1;
MAMMOGRAPHY;1;
LONGITUDINAL INTEGRATED CLERKSHIPS;1;
LATENT CLASS ANALYSIS;1;
LEARNING-STRATEGIES;1;
SCHOOL ENGAGEMENT;1;
GRASSHOPPER OPTIMIZATION ALGORITHM;1;
