year;Authors; AuthorOne;AuthorLast;Quartil;Keywords;Keyword;Count;
2020;Krisnadewi KA,Agustia D;Krisnadewi KA;Agustia D;vacio;Board Size, Corporate Governance, Performance, Two- tier, Indonesia; Performance;1;
2020;Krisnadewi KA,Agustia D;Krisnadewi KA;Agustia D;vacio;Board Size, Corporate Governance, Performance, Two- tier, Indonesia; Two- tier;1;
2020;Krisnadewi KA,Agustia D;Krisnadewi KA;Agustia D;vacio;Board Size, Corporate Governance, Performance, Two- tier, Indonesia; Indonesia;1;
2020;Diaz DA,Rees CJ;Diaz DA;Rees CJ;Q1;Executive director, NGO, Chile, Governance, Boards of directors;Executive director;1;
2020;Diaz DA,Rees CJ;Diaz DA;Rees CJ;Q1;Executive director, NGO, Chile, Governance, Boards of directors; NGO;1;
2020;Diaz DA,Rees CJ;Diaz DA;Rees CJ;Q1;Executive director, NGO, Chile, Governance, Boards of directors; Chile;1;
2020;Diaz DA,Rees CJ;Diaz DA;Rees CJ;Q1;Executive director, NGO, Chile, Governance, Boards of directors; Governance;1;
2020;Diaz DA,Rees CJ;Diaz DA;Rees CJ;Q1;Executive director, NGO, Chile, Governance, Boards of directors; Boards of directors;1;
2021;Upadhyay A,Triana MC;Upadhyay A;Triana MC;Q1;board of directors, CEO power, ethnic diversity, gender diversity, operational complexity, Sarbanes- Oxley act;board of directors;1;
2021;Upadhyay A,Triana MC;Upadhyay A;Triana MC;Q1;board of directors, CEO power, ethnic diversity, gender diversity, operational complexity, Sarbanes- Oxley act; CEO power;1;
2021;Upadhyay A,Triana MC;Upadhyay A;Triana MC;Q1;board of directors, CEO power, ethnic diversity, gender diversity, operational complexity, Sarbanes- Oxley act; ethnic diversity;1;
2021;Upadhyay A,Triana MC;Upadhyay A;Triana MC;Q1;board of directors, CEO power, ethnic diversity, gender diversity, operational complexity, Sarbanes- Oxley act; gender diversity;1;
2021;Upadhyay A,Triana MC;Upadhyay A;Triana MC;Q1;board of directors, CEO power, ethnic diversity, gender diversity, operational complexity, Sarbanes- Oxley act; operational complexity;1;
2021;Upadhyay A,Triana MC;Upadhyay A;Triana MC;Q1;board of directors, CEO power, ethnic diversity, gender diversity, operational complexity, Sarbanes- Oxley act; Sarbanes- Oxley act;1;
2015;Perez-Calero Sanchez L,Villegas Perinan MM;Perez-Calero Sanchez L;Villegas Perinan MM;Q2;Board of directors, Resource-based view, Firm internationalization;Board of directors;1;
2015;Perez-Calero Sanchez L,Villegas Perinan MM;Perez-Calero Sanchez L;Villegas Perinan MM;Q2;Board of directors, Resource-based view, Firm internationalization; Resource-based view;1;
2015;Perez-Calero Sanchez L,Villegas Perinan MM;Perez-Calero Sanchez L;Villegas Perinan MM;Q2;Board of directors, Resource-based view, Firm internationalization; Firm internationalization;1;
2020;Dwekat A,Carmona P;Dwekat A;Carmona P;Q1;audit committee, board characteristics, complexity theory, corporate governance, corporate social responsibility, qualitative comparative analysis;audit committee;1;
2020;Dwekat A,Carmona P;Dwekat A;Carmona P;Q1;audit committee, board characteristics, complexity theory, corporate governance, corporate social responsibility, qualitative comparative analysis; board characteristics;1;
2020;Dwekat A,Carmona P;Dwekat A;Carmona P;Q1;audit committee, board characteristics, complexity theory, corporate governance, corporate social responsibility, qualitative comparative analysis; complexity theory;1;
2020;Dwekat A,Carmona P;Dwekat A;Carmona P;Q1;audit committee, board characteristics, complexity theory, corporate governance, corporate social responsibility, qualitative comparative analysis; corporate governance;1;
2020;Dwekat A,Carmona P;Dwekat A;Carmona P;Q1;audit committee, board characteristics, complexity theory, corporate governance, corporate social responsibility, qualitative comparative analysis; corporate social responsibility;1;
2020;Dwekat A,Carmona P;Dwekat A;Carmona P;Q1;audit committee, board characteristics, complexity theory, corporate governance, corporate social responsibility, qualitative comparative analysis; qualitative comparative analysis;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders;Board of directors;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders; Corporate governance;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders; Independence;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders; Corporate performance;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders; Methodology;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders; Agency cost;1;
2018;Rebeiz KS;Rebeiz KS;vacio;Q1;Board of directors, Corporate governance, Independence, Corporate performance, Methodology, Agency cost, Diffuse shareholders; Diffuse shareholders;1;
2015;Duong L,Evans J;Duong L;Evans J;Q1;CFO compensation, Job complexity, Performance, Managerial power;CFO compensation;1;
2015;Duong L,Evans J;Duong L;Evans J;Q1;CFO compensation, Job complexity, Performance, Managerial power; Job complexity;1;
2015;Duong L,Evans J;Duong L;Evans J;Q1;CFO compensation, Job complexity, Performance, Managerial power; Performance;1;
2015;Duong L,Evans J;Duong L;Evans J;Q1;CFO compensation, Job complexity, Performance, Managerial power; Managerial power;1;
;Langan R,Menz M;Langan R;Menz M;Q1;board chair, board of directors, agency theory, corporate governance, strategic leadership, CEO power;board chair;1;
;Langan R,Menz M;Langan R;Menz M;Q1;board chair, board of directors, agency theory, corporate governance, strategic leadership, CEO power; board of directors;1;
;Langan R,Menz M;Langan R;Menz M;Q1;board chair, board of directors, agency theory, corporate governance, strategic leadership, CEO power; agency theory;1;
;Langan R,Menz M;Langan R;Menz M;Q1;board chair, board of directors, agency theory, corporate governance, strategic leadership, CEO power; corporate governance;1;
;Langan R,Menz M;Langan R;Menz M;Q1;board chair, board of directors, agency theory, corporate governance, strategic leadership, CEO power; strategic leadership;1;
;Langan R,Menz M;Langan R;Menz M;Q1;board chair, board of directors, agency theory, corporate governance, strategic leadership, CEO power; CEO power;1;
2016;Frijns B,Cimerova H;Frijns B;Cimerova H;Q1;Cultural diversity, Cultural distance, Board diversity, Firm performance;Cultural diversity;1;
2016;Frijns B,Cimerova H;Frijns B;Cimerova H;Q1;Cultural diversity, Cultural distance, Board diversity, Firm performance; Cultural distance;1;
2016;Frijns B,Cimerova H;Frijns B;Cimerova H;Q1;Cultural diversity, Cultural distance, Board diversity, Firm performance; Board diversity;1;
2016;Frijns B,Cimerova H;Frijns B;Cimerova H;Q1;Cultural diversity, Cultural distance, Board diversity, Firm performance; Firm performance;1;
;Schiehll E,Yan W;Schiehll E;Yan W;Q1;attention-based view, board of directors, China, configurational perspective, corporate governance, structural distribution of attention;attention-based view;1;
;Schiehll E,Yan W;Schiehll E;Yan W;Q1;attention-based view, board of directors, China, configurational perspective, corporate governance, structural distribution of attention; board of directors;1;
;Schiehll E,Yan W;Schiehll E;Yan W;Q1;attention-based view, board of directors, China, configurational perspective, corporate governance, structural distribution of attention; China;1;
;Schiehll E,Yan W;Schiehll E;Yan W;Q1;attention-based view, board of directors, China, configurational perspective, corporate governance, structural distribution of attention; configurational perspective;1;
;Schiehll E,Yan W;Schiehll E;Yan W;Q1;attention-based view, board of directors, China, configurational perspective, corporate governance, structural distribution of attention; corporate governance;1;
;Schiehll E,Yan W;Schiehll E;Yan W;Q1;attention-based view, board of directors, China, configurational perspective, corporate governance, structural distribution of attention; structural distribution of attention;1;
;Jouber H;Jouber H;vacio;Q1;Sustainability, Environmental performance, Shareholder value, Complexity theory, fsQCA;Sustainability;1;
;Jouber H;Jouber H;vacio;Q1;Sustainability, Environmental performance, Shareholder value, Complexity theory, fsQCA; Environmental performance;1;
;Jouber H;Jouber H;vacio;Q1;Sustainability, Environmental performance, Shareholder value, Complexity theory, fsQCA; Shareholder value;1;
;Jouber H;Jouber H;vacio;Q1;Sustainability, Environmental performance, Shareholder value, Complexity theory, fsQCA; Complexity theory;1;
;Jouber H;Jouber H;vacio;Q1;Sustainability, Environmental performance, Shareholder value, Complexity theory, fsQCA; fsQCA;1;
2012;Rodriguez-Dominguez L,Gallego-Alvarez I;Rodriguez-Dominguez L;Gallego-Alvarez I;Q1;Gender diversity, Business profitability, Panel data, Academic background, Corporate performance;Gender diversity;1;
2012;Rodriguez-Dominguez L,Gallego-Alvarez I;Rodriguez-Dominguez L;Gallego-Alvarez I;Q1;Gender diversity, Business profitability, Panel data, Academic background, Corporate performance; Business profitability;1;
2012;Rodriguez-Dominguez L,Gallego-Alvarez I;Rodriguez-Dominguez L;Gallego-Alvarez I;Q1;Gender diversity, Business profitability, Panel data, Academic background, Corporate performance; Panel data;1;
2012;Rodriguez-Dominguez L,Gallego-Alvarez I;Rodriguez-Dominguez L;Gallego-Alvarez I;Q1;Gender diversity, Business profitability, Panel data, Academic background, Corporate performance; Academic background;1;
2012;Rodriguez-Dominguez L,Gallego-Alvarez I;Rodriguez-Dominguez L;Gallego-Alvarez I;Q1;Gender diversity, Business profitability, Panel data, Academic background, Corporate performance; Corporate performance;1;
2015;Sanchez-Marin G,Samuel Baixauli-Soler J;Sanchez-Marin G;Samuel Baixauli-Soler J;Q2;compensation dispersion, top management team, tournament theory, governance effectiveness, firm performance;compensation dispersion;1;
2015;Sanchez-Marin G,Samuel Baixauli-Soler J;Sanchez-Marin G;Samuel Baixauli-Soler J;Q2;compensation dispersion, top management team, tournament theory, governance effectiveness, firm performance; top management team;1;
2015;Sanchez-Marin G,Samuel Baixauli-Soler J;Sanchez-Marin G;Samuel Baixauli-Soler J;Q2;compensation dispersion, top management team, tournament theory, governance effectiveness, firm performance; tournament theory;1;
2015;Sanchez-Marin G,Samuel Baixauli-Soler J;Sanchez-Marin G;Samuel Baixauli-Soler J;Q2;compensation dispersion, top management team, tournament theory, governance effectiveness, firm performance; governance effectiveness;1;
2015;Sanchez-Marin G,Samuel Baixauli-Soler J;Sanchez-Marin G;Samuel Baixauli-Soler J;Q2;compensation dispersion, top management team, tournament theory, governance effectiveness, firm performance; firm performance;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory;Corporate governance;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory; corporate culture;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory; business and government;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory; political economy;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory; policy-makers;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory; board of directors;1;
2018;Merendino A,Goergen M;Merendino A;Goergen M;Q1;Corporate governance, corporate culture, business and government, political economy, policy-makers, board of directors, agency theory; agency theory;1;
2021;Kolev KD,Rehbein K;Kolev KD;Rehbein K;Q1;CEO gender, competitive dynamics, female directors;CEO gender;1;
2021;Kolev KD,Rehbein K;Kolev KD;Rehbein K;Q1;CEO gender, competitive dynamics, female directors; competitive dynamics;1;
2021;Kolev KD,Rehbein K;Kolev KD;Rehbein K;Q1;CEO gender, competitive dynamics, female directors; female directors;1;
2019;Campbell JL,Pierce SR;Campbell JL;Pierce SR;Q1;Derivatives, Hedging, Hedge accounting, Risk management;Derivatives;1;
2019;Campbell JL,Pierce SR;Campbell JL;Pierce SR;Q1;Derivatives, Hedging, Hedge accounting, Risk management; Hedging;1;
2019;Campbell JL,Pierce SR;Campbell JL;Pierce SR;Q1;Derivatives, Hedging, Hedge accounting, Risk management; Hedge accounting;1;
2019;Campbell JL,Pierce SR;Campbell JL;Pierce SR;Q1;Derivatives, Hedging, Hedge accounting, Risk management; Risk management;1;
2011;Johnson S,Tuggle C;Johnson S;Tuggle C;Q1;vacio;vacio;1;
2011;Zaman M,Haniffa R;Zaman M;Haniffa R;Q1;audit committees, corporate governance, non- executive directors, audit fees, non-audit services, audit quality;audit committees;1;
2011;Zaman M,Haniffa R;Zaman M;Haniffa R;Q1;audit committees, corporate governance, non- executive directors, audit fees, non-audit services, audit quality; corporate governance;1;
2011;Zaman M,Haniffa R;Zaman M;Haniffa R;Q1;audit committees, corporate governance, non- executive directors, audit fees, non-audit services, audit quality; non- executive directors;1;
2011;Zaman M,Haniffa R;Zaman M;Haniffa R;Q1;audit committees, corporate governance, non- executive directors, audit fees, non-audit services, audit quality; audit fees;1;
2011;Zaman M,Haniffa R;Zaman M;Haniffa R;Q1;audit committees, corporate governance, non- executive directors, audit fees, non-audit services, audit quality; non-audit services;1;
2011;Zaman M,Haniffa R;Zaman M;Haniffa R;Q1;audit committees, corporate governance, non- executive directors, audit fees, non-audit services, audit quality; audit quality;1;
2023;van Rijn J,Hueth B;van Rijn J;Hueth B;Q2;banks, cooperatives, credit unions, executive compensation, principal-agent, prosocial behavior;banks;1;
2023;van Rijn J,Hueth B;van Rijn J;Hueth B;Q2;banks, cooperatives, credit unions, executive compensation, principal-agent, prosocial behavior; cooperatives;1;
2023;van Rijn J,Hueth B;van Rijn J;Hueth B;Q2;banks, cooperatives, credit unions, executive compensation, principal-agent, prosocial behavior; credit unions;1;
2023;van Rijn J,Hueth B;van Rijn J;Hueth B;Q2;banks, cooperatives, credit unions, executive compensation, principal-agent, prosocial behavior; executive compensation;1;
2023;van Rijn J,Hueth B;van Rijn J;Hueth B;Q2;banks, cooperatives, credit unions, executive compensation, principal-agent, prosocial behavior; principal-agent;1;
2023;van Rijn J,Hueth B;van Rijn J;Hueth B;Q2;banks, cooperatives, credit unions, executive compensation, principal-agent, prosocial behavior; prosocial behavior;1;
2021;Jeon J,Kim H;Jeon J;Kim H;Q1;Collaborative governance, arts organizations, leadership, cultural governance, public value;Collaborative governance;1;
2021;Jeon J,Kim H;Jeon J;Kim H;Q1;Collaborative governance, arts organizations, leadership, cultural governance, public value; arts organizations;1;
2021;Jeon J,Kim H;Jeon J;Kim H;Q1;Collaborative governance, arts organizations, leadership, cultural governance, public value; leadership;1;
2021;Jeon J,Kim H;Jeon J;Kim H;Q1;Collaborative governance, arts organizations, leadership, cultural governance, public value; cultural governance;1;
2021;Jeon J,Kim H;Jeon J;Kim H;Q1;Collaborative governance, arts organizations, leadership, cultural governance, public value; public value;1;
2016;Howard MD,Hillman AJ;Howard MD;Hillman AJ;Q1;interorganizational tie formation, resource dependence, uncertainty, replication, temporal context;interorganizational tie formation;1;
2016;Howard MD,Hillman AJ;Howard MD;Hillman AJ;Q1;interorganizational tie formation, resource dependence, uncertainty, replication, temporal context; resource dependence;1;
2016;Howard MD,Hillman AJ;Howard MD;Hillman AJ;Q1;interorganizational tie formation, resource dependence, uncertainty, replication, temporal context; uncertainty;1;
2016;Howard MD,Hillman AJ;Howard MD;Hillman AJ;Q1;interorganizational tie formation, resource dependence, uncertainty, replication, temporal context; replication;1;
2016;Howard MD,Hillman AJ;Howard MD;Hillman AJ;Q1;interorganizational tie formation, resource dependence, uncertainty, replication, temporal context; temporal context;1;
2015;Brennan NM,Kirwan CE;Brennan NM;Kirwan CE;Q1;Corporate governance, Audit committees, Practice theory, Guardianship circle;Corporate governance;1;
2015;Brennan NM,Kirwan CE;Brennan NM;Kirwan CE;Q1;Corporate governance, Audit committees, Practice theory, Guardianship circle; Audit committees;1;
2015;Brennan NM,Kirwan CE;Brennan NM;Kirwan CE;Q1;Corporate governance, Audit committees, Practice theory, Guardianship circle; Practice theory;1;
2015;Brennan NM,Kirwan CE;Brennan NM;Kirwan CE;Q1;Corporate governance, Audit committees, Practice theory, Guardianship circle; Guardianship circle;1;
;Sun F,Wei X;Sun F;Wei X;Q3;Pension, Discount rate, Stock-based compensation, Investor sentiment;Pension;1;
;Sun F,Wei X;Sun F;Wei X;Q3;Pension, Discount rate, Stock-based compensation, Investor sentiment; Discount rate;1;
;Sun F,Wei X;Sun F;Wei X;Q3;Pension, Discount rate, Stock-based compensation, Investor sentiment; Stock-based compensation;1;
;Sun F,Wei X;Sun F;Wei X;Q3;Pension, Discount rate, Stock-based compensation, Investor sentiment; Investor sentiment;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation;models;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; discrete time;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; capacity expansion;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; capital assets;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; investment;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; mining;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; sensitivity analysis;1;
2018;Bouffard SC,Fleming S;Bouffard SC;Fleming S;Q2;models, discrete time, capacity expansion, capital assets, investment, mining, sensitivity analysis, simulation; simulation;1;
2022;da Silveira GA,Klein V;da Silveira GA;Klein V;Q2;Severance packages, compensation, market for corporate control, entrenchment, HRT case;Severance packages;1;
2022;da Silveira GA,Klein V;da Silveira GA;Klein V;Q2;Severance packages, compensation, market for corporate control, entrenchment, HRT case; compensation;1;
2022;da Silveira GA,Klein V;da Silveira GA;Klein V;Q2;Severance packages, compensation, market for corporate control, entrenchment, HRT case; market for corporate control;1;
2022;da Silveira GA,Klein V;da Silveira GA;Klein V;Q2;Severance packages, compensation, market for corporate control, entrenchment, HRT case; entrenchment;1;
2022;da Silveira GA,Klein V;da Silveira GA;Klein V;Q2;Severance packages, compensation, market for corporate control, entrenchment, HRT case; HRT case;1;
2022;Mzenzi SI,Gaspar AF;Mzenzi SI;Gaspar AF;Q2;External audit, Governance, Institutional logics, Tanzania;External audit;1;
2022;Mzenzi SI,Gaspar AF;Mzenzi SI;Gaspar AF;Q2;External audit, Governance, Institutional logics, Tanzania; Governance;1;
2022;Mzenzi SI,Gaspar AF;Mzenzi SI;Gaspar AF;Q2;External audit, Governance, Institutional logics, Tanzania; Institutional logics;1;
2022;Mzenzi SI,Gaspar AF;Mzenzi SI;Gaspar AF;Q2;External audit, Governance, Institutional logics, Tanzania; Tanzania;1;
2018;Kashif A,Lone RR;Kashif A;Lone RR;Q4;CEO Compensation, Corporate Governance Mechanism, Banks;CEO Compensation;1;
2018;Kashif A,Lone RR;Kashif A;Lone RR;Q4;CEO Compensation, Corporate Governance Mechanism, Banks; Corporate Governance Mechanism;1;
2018;Kashif A,Lone RR;Kashif A;Lone RR;Q4;CEO Compensation, Corporate Governance Mechanism, Banks; Banks;1;
2011;Harris L;Harris L;vacio;Q1;vacio;vacio;1;
2019;Cubilla-Montilla M,Garcia-Sanchez IM;Cubilla-Montilla M;Garcia-Sanchez IM;Q1;biplot, corporate social responsibility, GRI, social indicators, stakeholder engagement, sustainable development;biplot;1;
2019;Cubilla-Montilla M,Garcia-Sanchez IM;Cubilla-Montilla M;Garcia-Sanchez IM;Q1;biplot, corporate social responsibility, GRI, social indicators, stakeholder engagement, sustainable development; corporate social responsibility;1;
2019;Cubilla-Montilla M,Garcia-Sanchez IM;Cubilla-Montilla M;Garcia-Sanchez IM;Q1;biplot, corporate social responsibility, GRI, social indicators, stakeholder engagement, sustainable development; GRI;1;
2019;Cubilla-Montilla M,Garcia-Sanchez IM;Cubilla-Montilla M;Garcia-Sanchez IM;Q1;biplot, corporate social responsibility, GRI, social indicators, stakeholder engagement, sustainable development; social indicators;1;
2019;Cubilla-Montilla M,Garcia-Sanchez IM;Cubilla-Montilla M;Garcia-Sanchez IM;Q1;biplot, corporate social responsibility, GRI, social indicators, stakeholder engagement, sustainable development; stakeholder engagement;1;
2019;Cubilla-Montilla M,Garcia-Sanchez IM;Cubilla-Montilla M;Garcia-Sanchez IM;Q1;biplot, corporate social responsibility, GRI, social indicators, stakeholder engagement, sustainable development; sustainable development;1;
